frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.18629687072347415,0.38253808959036584,0.43116503968616005,0.0
0.051470588235294115,0.8527131782945736,0.2834360275462124,0.446901051105473,0.2696629213483146,0.16150211833784545
0.10294117647058823,0.7704918032786885,0.3605200945626478,0.516548463356974,0.12293144208037825,0.30823359760578184
0.15441176470588236,0.6869565217391305,0.4232081911262799,0.5358361774744027,0.040955631399317405,0.3902094082868426
0.20588235294117646,0.3148148148148148,0.3924050632911392,0.6075949367088608,0.0,0.43116503968616005
0.25735294117647056,0.10891089108910891,0.4523809523809524,0.5476190476190477,0.0,0.43116503968616005
0.3088235294117647,0.06382978723404255,0.5,0.5,0.0,0.43116503968616005
0.3602941176470588,0.034482758620689655,0.5,0.5,0.0,0.43116503968616005
0.4117647058823529,0.025,0.0,0.0,0.0,1.0
0.4632352941176471,0.0273972602739726,0.0,0.0,0.0,1.0
0.5147058823529411,0.030303030303030304,0.0,0.0,0.0,1.0
0.5661764705882353,0.03389830508474576,0.0,0.0,0.0,1.0
0.6,0.038461538461538464,0.0,0.0,0.0,1.0
