frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.22439024390243903,0.6317073170731707,0.14390243902439023,0.0
0.044444444444444446,0.7906976744186046,0.3253968253968254,0.6031746031746031,0.07142857142857142,0.10100658149438639
0.08888888888888889,0.5121951219512195,0.34146341463414637,0.6341463414634146,0.024390243902439025,0.11951219512195123
0.13333333333333333,0.1794871794871795,0.375,0.625,0.0,0.15060975609756097
0.17777777777777778,0.13513513513513514,0.42857142857142855,0.5714285714285714,0.0,0.20418118466898957
0.2222222222222222,0.11428571428571428,0.0,1.0,0.0,0.36829268292682926
0.26666666666666666,0.06060606060606061,0.0,0.0,0.0,1.0
0.3111111111111111,0.06451612903225806,0.0,0.0,0.0,1.0
0.35555555555555557,0.06896551724137931,0.0,0.0,0.0,1.0
0.4,0.07407407407407407,0.0,0.0,0.0,1.0
0.4444444444444444,0.08,0.0,0.0,0.0,1.0
0.4888888888888889,0.08695652173913043,0.0,0.0,0.0,1.0
0.5333333333333333,0.0,0.0,0.0,0.0,1.0
0.5777777777777777,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
