frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.8037974683544303,0.13291139240506328,0.06329113924050633,0.0
0.038461538461538464,0.72,0.8032786885245902,0.16393442622950818,0.03278688524590164,0.031023033824444882
0.07692307692307693,0.25,0.5714285714285714,0.42857142857142855,0.0,0.29566003616636527
0.11538461538461539,0.13043478260869565,1.0,0.0,0.0,0.19620253164556964
0.15384615384615385,0.13636363636363635,1.0,0.0,0.0,0.19620253164556964
0.19230769230769232,0.09523809523809523,0.0,0.0,0.0,1.0
0.23076923076923078,0.1,0.0,0.0,0.0,1.0
0.2692307692307692,0.0,0.0,0.0,0.0,1.0
0.3076923076923077,0.0,0.0,0.0,0.0,1.0
0.34615384615384615,0.0,0.0,0.0,0.0,1.0
0.38461538461538464,0.0,0.0,0.0,0.0,1.0
0.4230769230769231,0.0,0.0,0.0,0.0,1.0
0.46153846153846156,0.0,0.0,0.0,0.0,1.0
0.5,0.0,0.0,0.0,0.0,1.0
0.5384615384615384,0.0,0.0,0.0,0.0,1.0
0.5769230769230769,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
