frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,0.7083333333333334,0.7073170731707317,0.2682926829268293,0.024390243902439025,0.0
0.041666666666666664,0.43478260869565216,0.5714285714285714,0.42857142857142855,0.0,0.1602787456445993
0.08333333333333333,0.18181818181818182,0.5,0.5,0.0,0.23170731707317072
0.125,0.19047619047619047,0.3333333333333333,0.6666666666666666,0.0,0.39837398373983735
0.16666666666666666,0.15,0.0,1.0,0.0,0.7317073170731707
0.20833333333333334,0.10526315789473684,0.0,0.0,0.0,1.0
0.25,0.1111111111111111,0.0,0.0,0.0,1.0
0.2916666666666667,0.11764705882352941,0.0,0.0,0.0,1.0
0.3333333333333333,0.125,0.0,0.0,0.0,1.0
0.375,0.0,0.0,0.0,0.0,1.0
0.4166666666666667,0.0,0.0,0.0,0.0,1.0
0.4583333333333333,0.0,0.0,0.0,0.0,1.0
0.5,0.0,0.0,0.0,0.0,1.0
0.5416666666666666,0.0,0.0,0.0,0.0,1.0
0.5833333333333334,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
