frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,0.9583333333333334,0.5746478873239437,0.3126760563380282,0.11267605633802817,0.0
0.041666666666666664,0.717391304347826,0.6031746031746031,0.3253968253968254,0.07142857142857142,0.04124748490945671
0.08333333333333333,0.5681818181818182,0.7346938775510204,0.24489795918367346,0.02040816326530612,0.16004599022707677
0.125,0.16666666666666666,0.7333333333333333,0.26666666666666666,0.0,0.15868544600938966
0.16666666666666666,0.125,0.5714285714285714,0.42857142857142855,0.0,0.1158953722334004
0.20833333333333334,0.10526315789473684,0.3333333333333333,0.6666666666666666,0.0,0.3539906103286385
0.25,0.08333333333333333,0.0,1.0,0.0,0.6873239436619719
0.2916666666666667,0.058823529411764705,0.0,0.0,0.0,1.0
0.3333333333333333,0.0625,0.0,0.0,0.0,1.0
0.375,0.06666666666666667,0.0,0.0,0.0,1.0
0.4166666666666667,0.07142857142857142,0.0,0.0,0.0,1.0
0.4583333333333333,0.07692307692307693,0.0,0.0,0.0,1.0
0.5,0.08333333333333333,0.0,0.0,0.0,1.0
0.5416666666666666,0.0,0.0,0.0,0.0,1.0
0.5833333333333334,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
