frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,0.7333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0
0.06666666666666667,0.35714285714285715,0.0,1.0,0.0,0.3333333333333334
0.13333333333333333,0.15384615384615385,0.0,0.0,0.0,1.0
0.2,0.16666666666666666,0.0,0.0,0.0,1.0
0.26666666666666666,0.18181818181818182,0.0,0.0,0.0,1.0
0.3333333333333333,0.2,0.0,0.0,0.0,1.0
0.4,0.2222222222222222,0.0,0.0,0.0,1.0
0.4666666666666667,0.25,0.0,0.0,0.0,1.0
0.5333333333333333,0.2857142857142857,0.0,0.0,0.0,1.0
0.6,0.3333333333333333,0.0,0.0,0.0,1.0
