frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.17,0.63,0.2,0.0
0.05714285714285714,0.7878787878787878,0.21875,0.71875,0.0625,0.13750000000000004
0.11428571428571428,0.45161290322580644,0.2962962962962963,0.6666666666666666,0.037037037037037035,0.16296296296296292
0.17142857142857143,0.13793103448275862,0.2,0.8,0.0,0.19999999999999996
0.22857142857142856,0.1111111111111111,0.0,1.0,0.0,0.37000000000000005
0.2857142857142857,0.08,0.0,0.0,0.0,1.0
0.34285714285714286,0.08695652173913043,0.0,0.0,0.0,1.0
0.4,0.09523809523809523,0.0,0.0,0.0,1.0
0.45714285714285713,0.10526315789473684,0.0,0.0,0.0,1.0
0.5142857142857142,0.11764705882352941,0.0,0.0,0.0,1.0
0.5714285714285714,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
