frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.1945945945945946,0.6918918918918919,0.11351351351351352,0.0
0.034482758620689655,0.8214285714285714,0.2571428571428571,0.7142857142857143,0.02857142857142857,0.08494208494208491
0.06896551724137931,0.7407407407407407,0.2564102564102564,0.7435897435897436,0.0,0.11351351351351349
0.10344827586206896,0.7307692307692307,0.28,0.72,0.0,0.11351351351351349
0.13793103448275862,0.4,0.25,0.75,0.0,0.11351351351351349
0.1724137931034483,0.25,0.25,0.75,0.0,0.11351351351351349
0.20689655172413793,0.17391304347826086,0.25,0.75,0.0,0.11351351351351349
0.2413793103448276,0.13636363636363635,0.0,1.0,0.0,0.30810810810810807
0.27586206896551724,0.14285714285714285,0.0,1.0,0.0,0.30810810810810807
0.3103448275862069,0.1,0.0,0.0,0.0,1.0
0.3448275862068966,0.10526315789473684,0.0,0.0,0.0,1.0
0.3793103448275862,0.1111111111111111,0.0,0.0,0.0,1.0
0.41379310344827586,0.11764705882352941,0.0,0.0,0.0,1.0
0.4482758620689655,0.125,0.0,0.0,0.0,1.0
0.4827586206896552,0.13333333333333333,0.0,0.0,0.0,1.0
0.5172413793103449,0.14285714285714285,0.0,0.0,0.0,1.0
0.5517241379310345,0.15384615384615385,0.0,0.0,0.0,1.0
0.5862068965517241,0.16666666666666666,0.0,0.0,0.0,1.0
0.6,0.18181818181818182,0.0,0.0,0.0,1.0
