frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.19767441860465115,0.6511627906976745,0.1511627906976744,0.0
0.046511627906976744,0.975609756097561,0.18877551020408162,0.6530612244897959,0.15816326530612246,0.008898908400569491
0.09302325581395349,0.7435897435897436,0.24630541871921183,0.6059113300492611,0.1477832512315271,0.04863100011456066
0.13953488372093023,0.7837837837837838,0.24630541871921183,0.6059113300492611,0.1477832512315271,0.04863100011456066
0.18604651162790697,0.8,0.2768361581920904,0.5875706214689266,0.13559322033898305,0.07916173958743924
0.23255813953488372,0.7575757575757576,0.2360248447204969,0.6273291925465838,0.13664596273291926,0.03835042611584577
0.27906976744186046,0.6129032258064516,0.22727272727272727,0.6545454545454545,0.11818181818181818,0.03298097251585621
0.32558139534883723,0.5862068965517241,0.23170731707317074,0.6829268292682927,0.08536585365853659,0.06579693703913783
0.37209302325581395,0.4074074074074074,0.47619047619047616,0.5238095238095238,0.0,0.278516057585825
0.4186046511627907,0.2,0.0,1.0,0.0,0.34883720930232553
0.46511627906976744,0.21739130434782608,0.0,1.0,0.0,0.34883720930232553
0.5116279069767442,0.19047619047619047,0.0,1.0,0.0,0.34883720930232553
0.5581395348837209,0.21052631578947367,0.0,1.0,0.0,0.34883720930232553
0.6,0.23529411764705882,0.0,1.0,0.0,0.34883720930232553
