frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,0.9649122807017544,0.23848684210526316,0.5986842105263158,0.16282894736842105,0.0
0.05263157894736842,0.6851851851851852,0.41237113402061853,0.5567010309278351,0.030927835051546393,0.17388429191535537
0.10526315789473684,0.2549019607843137,0.56,0.44,0.0,0.32151315789473683
0.15789473684210525,0.08333333333333333,0.5714285714285714,0.42857142857142855,0.0,0.3329417293233083
0.21052631578947367,0.08888888888888889,0.3333333333333333,0.6666666666666666,0.0,0.16282894736842102
0.2631578947368421,0.047619047619047616,0.0,0.0,0.0,1.0
0.3157894736842105,0.05128205128205128,0.0,0.0,0.0,1.0
0.3684210526315789,0.0,0.0,0.0,0.0,1.0
0.42105263157894735,0.0,0.0,0.0,0.0,1.0
0.47368421052631576,0.0,0.0,0.0,0.0,1.0
0.5263157894736842,0.0,0.0,0.0,0.0,1.0
0.5789473684210527,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
