frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.7368421052631579,0.23684210526315788,0.02631578947368421,0.0
0.06666666666666667,1.0,0.7297297297297297,0.24324324324324326,0.02702702702702703,0.007112375533428167
0.13333333333333333,1.0,0.6774193548387096,0.2903225806451613,0.03225806451612903,0.05942275042444824
0.2,1.0,0.6428571428571429,0.32142857142857145,0.03571428571428571,0.093984962406015
0.26666666666666666,1.0,0.72,0.24,0.04,0.016842105263157894
0.3333333333333333,1.0,0.6956521739130435,0.2608695652173913,0.043478260869565216,0.04118993135011441
0.4,1.0,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.12573099415204675
0.4666666666666667,1.0,0.6875,0.25,0.0625,0.04934210526315788
0.5333333333333333,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.0,0.12030075187969924
0.6,0.8333333333333334,0.75,0.25,0.0,0.026315789473684237
