frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.3325907774560036,0.23657830251726442,0.430830920026732,0.0
0.044444444444444446,0.9069767441860465,0.3883905013192612,0.2828496042216359,0.3287598944591029,0.10207102556762912
0.08888888888888889,0.7926829268292683,0.49682539682539684,0.3111111111111111,0.19206349206349208,0.23876742796323996
0.13333333333333333,0.6666666666666666,0.5492957746478874,0.31338028169014087,0.13732394366197184,0.2935069763647602
0.17777777777777778,0.24324324324324326,0.7283950617283951,0.2345679012345679,0.037037037037037035,0.3958042842723915
0.2222222222222222,0.11428571428571428,0.75,0.25,0.0,0.430830920026732
0.26666666666666666,0.045454545454545456,1.0,0.0,0.0,0.6674092225439965
0.3111111111111111,0.03225806451612903,0.0,0.0,0.0,1.0
0.35555555555555557,0.034482758620689655,0.0,0.0,0.0,1.0
0.4,0.037037037037037035,0.0,0.0,0.0,1.0
0.4444444444444444,0.0,0.0,0.0,0.0,1.0
0.4888888888888889,0.0,0.0,0.0,0.0,1.0
0.5333333333333333,0.0,0.0,0.0,0.0,1.0
0.5777777777777777,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
