frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.22926829268292684,0.5804878048780487,0.1902439024390244,0.0
0.06666666666666667,0.7142857142857143,0.3333333333333333,0.6444444444444445,0.022222222222222223,0.1680216802168022
0.13333333333333333,0.2692307692307692,0.3076923076923077,0.6923076923076923,0.0,0.19024390243902442
0.2,0.25,0.42857142857142855,0.5714285714285714,0.0,0.19930313588850176
0.26666666666666666,0.13636363636363635,0.0,1.0,0.0,0.41951219512195126
0.3333333333333333,0.1,0.0,0.0,0.0,1.0
0.4,0.1111111111111111,0.0,0.0,0.0,1.0
0.4666666666666667,0.125,0.0,0.0,0.0,1.0
0.5333333333333333,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
