frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,0.9032258064516129,0.16049382716049382,0.691358024691358,0.14814814814814814,0.0
0.06451612903225806,0.6551724137931034,0.21621621621621623,0.7837837837837838,0.0,0.14814814814814817
0.12903225806451613,0.2962962962962963,0.14285714285714285,0.8571428571428571,0.0,0.1657848324514991
0.1935483870967742,0.12,0.75,0.25,0.0,0.5895061728395061
0.25806451612903225,0.13043478260869565,0.5,0.5,0.0,0.3395061728395061
0.3225806451612903,0.09523809523809523,0.0,0.0,0.0,1.0
0.3870967741935484,0.10526315789473684,0.0,0.0,0.0,1.0
0.45161290322580644,0.0,0.0,0.0,0.0,1.0
0.5161290322580645,0.0,0.0,0.0,0.0,1.0
0.5806451612903226,0.0,0.0,0.0,0.0,1.0
0.6,0.0,0.0,0.0,0.0,1.0
