frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,0.8125,0.075,0.925,0.0,0.0
0.0625,0.7333333333333333,0.06451612903225806,0.9354838709677419,0.0,0.010483870967741886
0.125,0.5714285714285714,0.045454545454545456,0.9545454545454546,0.0,0.02954545454545454
0.1875,0.5384615384615384,0.0625,0.9375,0.0,0.012499999999999976
0.25,0.5,0.09090909090909091,0.9090909090909091,0.0,0.01590909090909095
0.3125,0.45454545454545453,0.14285714285714285,0.8571428571428571,0.0,0.0678571428571429
0.375,0.5,0.14285714285714285,0.8571428571428571,0.0,0.0678571428571429
0.4375,0.4444444444444444,0.25,0.75,0.0,0.17500000000000002
0.5,0.375,1.0,0.0,0.0,0.925
0.5625,0.42857142857142855,1.0,0.0,0.0,0.925
0.6,0.3333333333333333,0.0,0.0,0.0,1.0
