frac_removed,gcc_frac,V,Lambda,Rect,motif_drift
0.0,1.0,0.36046511627906974,0.4476744186046512,0.19186046511627908,0.0
0.045454545454545456,0.9047619047619048,0.4817073170731707,0.3780487804878049,0.1402439024390244,0.12124220079410097
0.09090909090909091,0.725,0.5041322314049587,0.33884297520661155,0.15702479338842976,0.14366711512588892
0.13636363636363635,0.6052631578947368,0.5238095238095238,0.3047619047619048,0.17142857142857143,0.16334440753045407
0.18181818181818182,0.5555555555555556,0.4895833333333333,0.3229166666666667,0.1875,0.12911821705426357
0.22727272727272727,0.5294117647058824,0.6271186440677966,0.2711864406779661,0.1016949152542373,0.26665352778872686
0.2727272727272727,0.5,0.56,0.32,0.12,0.19953488372093028
0.3181818181818182,0.43333333333333335,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.3062015503875969
0.36363636363636365,0.4642857142857143,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.3062015503875969
0.4090909090909091,0.5,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.3062015503875969
0.45454545454545453,0.4583333333333333,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.3617571059431525
0.5,0.4090909090909091,0.75,0.1875,0.0625,0.38953488372093026
0.5454545454545454,0.45,0.7333333333333333,0.2,0.06666666666666667,0.3728682170542636
0.5909090909090909,0.4444444444444444,0.75,0.25,0.0,0.38953488372093026
0.6,0.4375,0.6666666666666666,0.3333333333333333,0.0,0.3062015503875969
