Source,Target,Weight
Convolvulaceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),53
Fabaceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),1296
Lamiaceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),149
Lythraceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),113
Oxalidaceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),5
Papaveraceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),29
Plantaginaceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),36
Polygonaceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),1
Rosaceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),28
Verbenaceae (Piazzola sul Brenta),Apidae (Piazzola sul Brenta),2
Cistaceae (Pinares_de_hinojos),Apidae (Pinares_de_hinojos),14
Fabaceae (Pinares_de_hinojos),Apidae (Pinares_de_hinojos),18
Lamiaceae (Pinares_de_hinojos),Apidae (Pinares_de_hinojos),2
Cistaceae (Pino_del_cuervo),Apidae (Pino_del_cuervo),16
Fabaceae (Pino_del_cuervo),Apidae (Pino_del_cuervo),18
Lamiaceae (Pino_del_cuervo),Apidae (Pino_del_cuervo),252
Caryophyllaceae (Plakánek),Apidae (Plakánek),2
Geraniaceae (Plakánek),Apidae (Plakánek),40
Fabaceae (Popova Šapka),Apidae (Popova Šapka),3
Ranunculaceae (Popova Šapka),Apidae (Popova Šapka),9
Asteraceae (Pottenstein),Apidae (Pottenstein),2
Caprifoliaceae (Pottenstein),Apidae (Pottenstein),1
Fabaceae (Pottenstein),Apidae (Pottenstein),6
Lamiaceae (Pottenstein),Apidae (Pottenstein),2
Orobanchaceae (Pottenstein),Apidae (Pottenstein),3
Caryophyllaceae (Pove del Grappa),Apidae (Pove del Grappa),2
Fabaceae (Pove del Grappa),Apidae (Pove del Grappa),1
Geraniaceae (Pove del Grappa),Apidae (Pove del Grappa),300
Lamiaceae (Pove del Grappa),Apidae (Pove del Grappa),56
Orobanchaceae (Pove del Grappa),Apidae (Pove del Grappa),3
Asteraceae (Predel),Apidae (Predel),4
Fabaceae (Predel),Apidae (Predel),2
Asteraceae (Pretzien),Apidae (Pretzien),36
Boraginaceae (Pretzien),Apidae (Pretzien),4
Brassicaceae (Pretzien),Apidae (Pretzien),5
Caprifoliaceae (Pretzien),Apidae (Pretzien),3
Convolvulaceae (Pretzien),Apidae (Pretzien),10
Fabaceae (Pretzien),Apidae (Pretzien),12
Geraniaceae (Pretzien),Apidae (Pretzien),1
Hypericaceae (Pretzien),Apidae (Pretzien),2
Lamiaceae (Pretzien),Apidae (Pretzien),13
Malvaceae (Pretzien),Apidae (Pretzien),7
Papaveraceae (Pretzien),Apidae (Pretzien),7
Plantaginaceae (Pretzien),Apidae (Pretzien),1
Rosaceae (Pretzien),Apidae (Pretzien),7
Apiaceae (Pudasjrvi),Apidae (Pudasjrvi),2
Asteraceae (Pudasjrvi),Apidae (Pudasjrvi),22
Caryophyllaceae (Pudasjrvi),Apidae (Pudasjrvi),2
Fabaceae (Pudasjrvi),Apidae (Pudasjrvi),63
Onagraceae (Pudasjrvi),Apidae (Pudasjrvi),39
Plantaginaceae (Pudasjrvi),Apidae (Pudasjrvi),159
Ranunculaceae (Pudasjrvi),Apidae (Pudasjrvi),2
Rosaceae (Pudasjrvi),Apidae (Pudasjrvi),3
Amaryllidaceae (Puntiro),Apidae (Puntiro),1
Asphodelaceae (Puntiro),Apidae (Puntiro),6
Asteraceae (Puntiro),Apidae (Puntiro),11
Cistaceae (Puntiro),Apidae (Puntiro),3
Lamiaceae (Puntiro),Apidae (Puntiro),3
Asteraceae (Péruwelz),Apidae (Péruwelz),3
Brassicaceae (Péruwelz),Apidae (Péruwelz),1
Fabaceae (Péruwelz),Apidae (Péruwelz),1
Geraniaceae (Péruwelz),Apidae (Péruwelz),1
Papaveraceae (Péruwelz),Apidae (Péruwelz),10
Asteraceae (Quaregnon),Apidae (Quaregnon),5
Boraginaceae (Quaregnon),Apidae (Quaregnon),9
Caryophyllaceae (Quaregnon),Apidae (Quaregnon),5
Lamiaceae (Quaregnon),Apidae (Quaregnon),8
Ranunculaceae (Quaregnon),Apidae (Quaregnon),1
Resedaceae (Quaregnon),Apidae (Quaregnon),1
Verbenaceae (Quaregnon),Apidae (Quaregnon),2
Asteraceae (Quero Vas),Apidae (Quero Vas),10
Boraginaceae (Quero Vas),Apidae (Quero Vas),2
Caprifoliaceae (Quero Vas),Apidae (Quero Vas),43
Fabaceae (Quero Vas),Apidae (Quero Vas),1
Hypericaceae (Quero Vas),Apidae (Quero Vas),2
Lamiaceae (Quero Vas),Apidae (Quero Vas),8
Lythraceae (Quero Vas),Apidae (Quero Vas),8
Apiaceae (Rafz),Apidae (Rafz),2
Asteraceae (Rafz),Apidae (Rafz),290
Brassicaceae (Rafz),Apidae (Rafz),232
Caprifoliaceae (Rafz),Apidae (Rafz),47
Fabaceae (Rafz),Apidae (Rafz),45
Hydrangeaceae (Rafz),Apidae (Rafz),3
Lamiaceae (Rafz),Apidae (Rafz),2
Oleaceae (Rafz),Apidae (Rafz),5
Polygonaceae (Rafz),Apidae (Rafz),3
Viburnaceae (Rafz),Apidae (Rafz),1
Violaceae (Rafz),Apidae (Rafz),1
Asteraceae (Rasca),Apidae (Rasca),18
Campanulaceae (Rasca),Apidae (Rasca),4
Caprifoliaceae (Rasca),Apidae (Rasca),4
Cistaceae (Rasca),Apidae (Rasca),9
Fabaceae (Rasca),Apidae (Rasca),2
Hypericaceae (Rasca),Apidae (Rasca),2
Lamiaceae (Rasca),Apidae (Rasca),58
Orobanchaceae (Rasca),Apidae (Rasca),1
Lamiaceae (Rejvíz),Apidae (Rejvíz),1
Boraginaceae (Retzbach),Apidae (Retzbach),2
Fabaceae (Retzbach),Apidae (Retzbach),2
Asteraceae (Rimetea),Apidae (Rimetea),11
Fabaceae (Rimetea),Apidae (Rimetea),8
Geraniaceae (Rimetea),Apidae (Rimetea),5
Lamiaceae (Rimetea),Apidae (Rimetea),6
Lythraceae (Rimetea),Apidae (Rimetea),4
Rosaceae (Rimetea),Apidae (Rimetea),2
Asteraceae (Roana),Apidae (Roana),10
Boraginaceae (Roana),Apidae (Roana),7
Campanulaceae (Roana),Apidae (Roana),5
Caprifoliaceae (Roana),Apidae (Roana),4
Fabaceae (Roana),Apidae (Roana),119
Geraniaceae (Roana),Apidae (Roana),2
Lamiaceae (Roana),Apidae (Roana),11
Orobanchaceae (Roana),Apidae (Roana),1
Caprifoliaceae (Romano d Ezzelino),Apidae (Romano d Ezzelino),10
Geraniaceae (Romano d Ezzelino),Apidae (Romano d Ezzelino),15
Lamiaceae (Romano d Ezzelino),Apidae (Romano d Ezzelino),28
Boraginaceae (Ronchi Valsugana),Apidae (Ronchi Valsugana),31
Campanulaceae (Ronchi Valsugana),Apidae (Ronchi Valsugana),2
Caprifoliaceae (Ronchi Valsugana),Apidae (Ronchi Valsugana),20
Caryophyllaceae (Ronchi Valsugana),Apidae (Ronchi Valsugana),1
Convolvulaceae (Ronchi Valsugana),Apidae (Ronchi Valsugana),2
Fabaceae (Ronchi Valsugana),Apidae (Ronchi Valsugana),15
Lamiaceae (Ronchi Valsugana),Apidae (Ronchi Valsugana),253
Lamiaceae (Ropcha),Apidae (Ropcha),1
Brassicaceae (Ruda),Apidae (Ruda),2
Asphodelaceae (SaRitxola),Apidae (SaRitxola),1
Asteraceae (SaRitxola),Apidae (SaRitxola),1
Cistaceae (SaRitxola),Apidae (SaRitxola),41
Fabaceae (SaRitxola),Apidae (SaRitxola),1
Lamiaceae (SaRitxola),Apidae (SaRitxola),3
Rutaceae (SaRitxola),Apidae (SaRitxola),5
Asteraceae (Saint-Ghislain),Apidae (Saint-Ghislain),2
Boraginaceae (Saint-Ghislain),Apidae (Saint-Ghislain),40
Caprifoliaceae (Saint-Ghislain),Apidae (Saint-Ghislain),2
Hypericaceae (Saint-Ghislain),Apidae (Saint-Ghislain),3
Resedaceae (Saint-Ghislain),Apidae (Saint-Ghislain),3
Scrophulariaceae (Saint-Ghislain),Apidae (Saint-Ghislain),4
Asteraceae (Salziger_See),Apidae (Salziger_See),8
Boraginaceae (Salziger_See),Apidae (Salziger_See),4
Brassicaceae (Salziger_See),Apidae (Salziger_See),1
Hypericaceae (Salziger_See),Apidae (Salziger_See),5
Lamiaceae (Salziger_See),Apidae (Salziger_See),46
Ranunculaceae (Salziger_See),Apidae (Salziger_See),1
Rosaceae (Salziger_See),Apidae (Salziger_See),8
Asteraceae (San Vito di Cadore),Apidae (San Vito di Cadore),6
Campanulaceae (San Vito di Cadore),Apidae (San Vito di Cadore),1
Ericaceae (San Vito di Cadore),Apidae (San Vito di Cadore),20
Fabaceae (San Vito di Cadore),Apidae (San Vito di Cadore),6
Geraniaceae (San Vito di Cadore),Apidae (San Vito di Cadore),10
Lamiaceae (San Vito di Cadore),Apidae (San Vito di Cadore),62
Ranunculaceae (San Vito di Cadore),Apidae (San Vito di Cadore),1
Apocynaceae (Sangerhausen),Apidae (Sangerhausen),1
Asteraceae (Sangerhausen),Apidae (Sangerhausen),62
Boraginaceae (Sangerhausen),Apidae (Sangerhausen),2
Caprifoliaceae (Sangerhausen),Apidae (Sangerhausen),4
Fabaceae (Sangerhausen),Apidae (Sangerhausen),104
Geraniaceae (Sangerhausen),Apidae (Sangerhausen),3
Lamiaceae (Sangerhausen),Apidae (Sangerhausen),12
Malvaceae (Sangerhausen),Apidae (Sangerhausen),1
Ranunculaceae (Sangerhausen),Apidae (Sangerhausen),12
Rosaceae (Sangerhausen),Apidae (Sangerhausen),2
Asphodelaceae (Santorini),Apidae (Santorini),2
Asteraceae (Santorini),Apidae (Santorini),38
Boraginaceae (Santorini),Apidae (Santorini),138
Fabaceae (Santorini),Apidae (Santorini),4
Lamiaceae (Santorini),Apidae (Santorini),7
Oxalidaceae (Santorini),Apidae (Santorini),6
Papaveraceae (Santorini),Apidae (Santorini),22
Asteraceae (Santorso),Apidae (Santorso),3
Caprifoliaceae (Santorso),Apidae (Santorso),7
Cistaceae (Santorso),Apidae (Santorso),1
Fabaceae (Santorso),Apidae (Santorso),15
Geraniaceae (Santorso),Apidae (Santorso),2
Lamiaceae (Santorso),Apidae (Santorso),2
Plantaginaceae (Santorso),Apidae (Santorso),1
Asteraceae (Scania),Apidae (Scania),137
Campanulaceae (Scania),Apidae (Scania),7
Caprifoliaceae (Scania),Apidae (Scania),26
Caryophyllaceae (Scania),Apidae (Scania),39
Fabaceae (Scania),Apidae (Scania),33
Hypericaceae (Scania),Apidae (Scania),2
Lamiaceae (Scania),Apidae (Scania),1
Plumbaginaceae (Scania),Apidae (Scania),4
Ranunculaceae (Scania),Apidae (Scania),1
Rosaceae (Scania),Apidae (Scania),2
Rubiaceae (Scania),Apidae (Scania),3
Amaryllidaceae (Scarita Belioara),Apidae (Scarita Belioara),1
Asteraceae (Scarita Belioara),Apidae (Scarita Belioara),1
Caprifoliaceae (Scarita Belioara),Apidae (Scarita Belioara),10
Fabaceae (Scarita Belioara),Apidae (Scarita Belioara),1
Lamiaceae (Scarita Belioara),Apidae (Scarita Belioara),46
Orobanchaceae (Scarita Belioara),Apidae (Scarita Belioara),1
Asparagaceae (Schafstaedt),Apidae (Schafstaedt),62
Asteraceae (Schafstaedt),Apidae (Schafstaedt),56
Boraginaceae (Schafstaedt),Apidae (Schafstaedt),1
Brassicaceae (Schafstaedt),Apidae (Schafstaedt),31
Rosaceae (Schafstaedt),Apidae (Schafstaedt),3
Rubiaceae (Schafstaedt),Apidae (Schafstaedt),1
Solanaceae (Schafstaedt),Apidae (Schafstaedt),1
Asteraceae (Schio),Apidae (Schio),31
Caprifoliaceae (Schio),Apidae (Schio),41
Fabaceae (Schio),Apidae (Schio),33
Lamiaceae (Schio),Apidae (Schio),23
Orobanchaceae (Schio),Apidae (Schio),62
Rubiaceae (Schio),Apidae (Schio),15
Asteraceae (Schirradorf),Apidae (Schirradorf),18
Campanulaceae (Schirradorf),Apidae (Schirradorf),2
Caprifoliaceae (Schirradorf),Apidae (Schirradorf),3
Cistaceae (Schirradorf),Apidae (Schirradorf),3
Gentianaceae (Schirradorf),Apidae (Schirradorf),1
Lamiaceae (Schirradorf),Apidae (Schirradorf),3
Asteraceae (Schortewitz),Apidae (Schortewitz),63
Brassicaceae (Schortewitz),Apidae (Schortewitz),1
Fabaceae (Schortewitz),Apidae (Schortewitz),1
Hydrophyllaceae (Schortewitz),Apidae (Schortewitz),5
Hypericaceae (Schortewitz),Apidae (Schortewitz),5
Lamiaceae (Schortewitz),Apidae (Schortewitz),30
Malvaceae (Schortewitz),Apidae (Schortewitz),3
Papaveraceae (Schortewitz),Apidae (Schortewitz),3
Ranunculaceae (Schortewitz),Apidae (Schortewitz),1
Sapindaceae (Schortewitz),Apidae (Schortewitz),1
Violaceae (Schortewitz),Apidae (Schortewitz),3
Asteraceae (Schupfart),Apidae (Schupfart),20
Brassicaceae (Schupfart),Apidae (Schupfart),240
Caprifoliaceae (Schupfart),Apidae (Schupfart),54
Cornaceae (Schupfart),Apidae (Schupfart),7
Fabaceae (Schupfart),Apidae (Schupfart),74
Lamiaceae (Schupfart),Apidae (Schupfart),3
Plantaginaceae (Schupfart),Apidae (Schupfart),4
Rosaceae (Schupfart),Apidae (Schupfart),3
Rubiaceae (Schupfart),Apidae (Schupfart),1
Asteraceae (Schützengräben),Apidae (Schützengräben),4
Cistaceae (Schützengräben),Apidae (Schützengräben),1
Fabaceae (Schützengräben),Apidae (Schützengräben),17
Lamiaceae (Schützengräben),Apidae (Schützengräben),3
Orobanchaceae (Schützengräben),Apidae (Schützengräben),1
Apiaceae (Scurelle),Apidae (Scurelle),1
Asteraceae (Scurelle),Apidae (Scurelle),674
Boraginaceae (Scurelle),Apidae (Scurelle),3
Campanulaceae (Scurelle),Apidae (Scurelle),5
Caprifoliaceae (Scurelle),Apidae (Scurelle),24
Caryophyllaceae (Scurelle),Apidae (Scurelle),6
Fabaceae (Scurelle),Apidae (Scurelle),172
Hypericaceae (Scurelle),Apidae (Scurelle),11
Lamiaceae (Scurelle),Apidae (Scurelle),42
Onagraceae (Scurelle),Apidae (Scurelle),16
Rosaceae (Scurelle),Apidae (Scurelle),15
Rubiaceae (Scurelle),Apidae (Scurelle),3
Scrophulariaceae (Scurelle),Apidae (Scurelle),26
Solanaceae (Scurelle),Apidae (Scurelle),2
Asparagaceae (Serifos),Apidae (Serifos),11
Asphodelaceae (Serifos),Apidae (Serifos),19
Asteraceae (Serifos),Apidae (Serifos),25
Boraginaceae (Serifos),Apidae (Serifos),2
Caryophyllaceae (Serifos),Apidae (Serifos),1
Cistaceae (Serifos),Apidae (Serifos),3
Fabaceae (Serifos),Apidae (Serifos),45
Iridaceae (Serifos),Apidae (Serifos),1
Lamiaceae (Serifos),Apidae (Serifos),34
Lythraceae (Serifos),Apidae (Serifos),2
Malvaceae (Serifos),Apidae (Serifos),1
Orobanchaceae (Serifos),Apidae (Serifos),1
Oxalidaceae (Serifos),Apidae (Serifos),1
Papaveraceae (Serifos),Apidae (Serifos),5
Asteraceae (Sierra de Guadarrama),Apidae (Sierra de Guadarrama),146
Campanulaceae (Sierra de Guadarrama),Apidae (Sierra de Guadarrama),87
Caryophyllaceae (Sierra de Guadarrama),Apidae (Sierra de Guadarrama),51
Fabaceae (Sierra de Guadarrama),Apidae (Sierra de Guadarrama),50
Gentianaceae (Sierra de Guadarrama),Apidae (Sierra de Guadarrama),27
Lamiaceae (Sierra de Guadarrama),Apidae (Sierra de Guadarrama),7
Plumbaginaceae (Sierra de Guadarrama),Apidae (Sierra de Guadarrama),5
Asteraceae (Sinonica),Apidae (Sinonica),1
Fabaceae (Sinonica),Apidae (Sinonica),2
Onagraceae (Sinonica),Apidae (Sinonica),7
Asteraceae (Skov_Olesen_2004),Apidae (Skov_Olesen_2004),90
Caprifoliaceae (Skov_Olesen_2004),Apidae (Skov_Olesen_2004),60
Ericaceae (Skov_Olesen_2004),Apidae (Skov_Olesen_2004),271
Fabaceae (Skov_Olesen_2004),Apidae (Skov_Olesen_2004),10
Onagraceae (Skov_Olesen_2004),Apidae (Skov_Olesen_2004),21
Rosaceae (Skov_Olesen_2004),Apidae (Skov_Olesen_2004),12
Salicaceae (Skov_Olesen_2004),Apidae (Skov_Olesen_2004),11
Asphodelaceae (SonBaco),Apidae (SonBaco),22
Asteraceae (SonBaco),Apidae (SonBaco),2
Cistaceae (SonBaco),Apidae (SonBaco),12
Lamiaceae (SonBaco),Apidae (SonBaco),26
Orchidaceae (SonBaco),Apidae (SonBaco),1
Asphodelaceae (SonDoblons),Apidae (SonDoblons),134
Asteraceae (SonDoblons),Apidae (SonDoblons),1
Cistaceae (SonDoblons),Apidae (SonDoblons),2
Lamiaceae (SonDoblons),Apidae (SonDoblons),2
Asteraceae (SonForteza),Apidae (SonForteza),1
Fabaceae (SonForteza),Apidae (SonForteza),3
Lamiaceae (SonForteza),Apidae (SonForteza),7
Ranunculaceae (SonForteza),Apidae (SonForteza),1
Asparagaceae (SonGinard),Apidae (SonGinard),1
Asphodelaceae (SonGinard),Apidae (SonGinard),131
Asteraceae (SonGinard),Apidae (SonGinard),61
Boraginaceae (SonGinard),Apidae (SonGinard),8
Brassicaceae (SonGinard),Apidae (SonGinard),1
Campanulaceae (SonGinard),Apidae (SonGinard),1
Cistaceae (SonGinard),Apidae (SonGinard),4
Lamiaceae (SonGinard),Apidae (SonGinard),23
Asphodelaceae (SonGual),Apidae (SonGual),1
Asteraceae (SonGual),Apidae (SonGual),9
Cistaceae (SonGual),Apidae (SonGual),12
Lamiaceae (SonGual),Apidae (SonGual),85
Asphodelaceae (SonMutNou),Apidae (SonMutNou),13
Asteraceae (SonMutNou),Apidae (SonMutNou),40
Cistaceae (SonMutNou),Apidae (SonMutNou),62
Colchicaceae (SonMutNou),Apidae (SonMutNou),2
Gentianaceae (SonMutNou),Apidae (SonMutNou),1
Iridaceae (SonMutNou),Apidae (SonMutNou),1
Lamiaceae (SonMutNou),Apidae (SonMutNou),16
Primulaceae (SonMutNou),Apidae (SonMutNou),1
Asphodelaceae (SonSali),Apidae (SonSali),20
Cistaceae (SonSali),Apidae (SonSali),12
Colchicaceae (SonSali),Apidae (SonSali),6
Iridaceae (SonSali),Apidae (SonSali),1
Lamiaceae (SonSali),Apidae (SonSali),68
Apiaceae (South_Estonia),Apidae (South_Estonia),41
Asteraceae (South_Estonia),Apidae (South_Estonia),2843
Boraginaceae (South_Estonia),Apidae (South_Estonia),482
Brassicaceae (South_Estonia),Apidae (South_Estonia),283
Campanulaceae (South_Estonia),Apidae (South_Estonia),245
Caprifoliaceae (South_Estonia),Apidae (South_Estonia),433
Caryophyllaceae (South_Estonia),Apidae (South_Estonia),5
Crassulaceae (South_Estonia),Apidae (South_Estonia),13
Fabaceae (South_Estonia),Apidae (South_Estonia),8338
Geraniaceae (South_Estonia),Apidae (South_Estonia),183
Hypericaceae (South_Estonia),Apidae (South_Estonia),64
Lamiaceae (South_Estonia),Apidae (South_Estonia),820
Lythraceae (South_Estonia),Apidae (South_Estonia),3
Onagraceae (South_Estonia),Apidae (South_Estonia),200
Orobanchaceae (South_Estonia),Apidae (South_Estonia),413
Papaveraceae (South_Estonia),Apidae (South_Estonia),6
Plantaginaceae (South_Estonia),Apidae (South_Estonia),282
Ranunculaceae (South_Estonia),Apidae (South_Estonia),97
Rosaceae (South_Estonia),Apidae (South_Estonia),20
Rubiaceae (South_Estonia),Apidae (South_Estonia),1
Scrophulariaceae (South_Estonia),Apidae (South_Estonia),8
Campanulaceae (Spienne),Apidae (Spienne),2
Fabaceae (Spienne),Apidae (Spienne),17
Apiaceae (Spiennes),Apidae (Spiennes),1
Asteraceae (Spiennes),Apidae (Spiennes),33
Boraginaceae (Spiennes),Apidae (Spiennes),2
Brassicaceae (Spiennes),Apidae (Spiennes),2
Cornaceae (Spiennes),Apidae (Spiennes),3
Fabaceae (Spiennes),Apidae (Spiennes),15
Geraniaceae (Spiennes),Apidae (Spiennes),10
Hypericaceae (Spiennes),Apidae (Spiennes),5
Lamiaceae (Spiennes),Apidae (Spiennes),21
Ranunculaceae (Spiennes),Apidae (Spiennes),4
Rosaceae (Spiennes),Apidae (Spiennes),4
Scrophulariaceae (Spiennes),Apidae (Spiennes),11
Asteraceae (Spitzberg),Apidae (Spitzberg),5
Boraginaceae (Spitzberg),Apidae (Spitzberg),2
Fabaceae (Spitzberg),Apidae (Spitzberg),4
Lamiaceae (Spitzberg),Apidae (Spitzberg),3
Apiaceae (Stammheim),Apidae (Stammheim),5
Asteraceae (Stammheim),Apidae (Stammheim),162
Boraginaceae (Stammheim),Apidae (Stammheim),28
Brassicaceae (Stammheim),Apidae (Stammheim),75
Fabaceae (Stammheim),Apidae (Stammheim),11
Lamiaceae (Stammheim),Apidae (Stammheim),180
Malvaceae (Stammheim),Apidae (Stammheim),4
Orobanchaceae (Stammheim),Apidae (Stammheim),1
Plantaginaceae (Stammheim),Apidae (Stammheim),1
Apiaceae (Steinmaur),Apidae (Steinmaur),1
Asteraceae (Steinmaur),Apidae (Steinmaur),35
Brassicaceae (Steinmaur),Apidae (Steinmaur),90
Campanulaceae (Steinmaur),Apidae (Steinmaur),2
Caprifoliaceae (Steinmaur),Apidae (Steinmaur),40
Cornaceae (Steinmaur),Apidae (Steinmaur),2
Fabaceae (Steinmaur),Apidae (Steinmaur),43
Lamiaceae (Steinmaur),Apidae (Steinmaur),12
Plantaginaceae (Steinmaur),Apidae (Steinmaur),3
Rosaceae (Steinmaur),Apidae (Steinmaur),6
Asteraceae (Strani),Apidae (Strani),42
Campanulaceae (Strani),Apidae (Strani),2
Caprifoliaceae (Strani),Apidae (Strani),12
Caryophyllaceae (Strani),Apidae (Strani),4
Fabaceae (Strani),Apidae (Strani),216
Ranunculaceae (Strani),Apidae (Strani),2
Asteraceae (Suchov),Apidae (Suchov),12
Campanulaceae (Suchov),Apidae (Suchov),4
Caprifoliaceae (Suchov),Apidae (Suchov),22
Caryophyllaceae (Suchov),Apidae (Suchov),12
Fabaceae (Suchov),Apidae (Suchov),114
Geraniaceae (Suchov),Apidae (Suchov),82
Lamiaceae (Suchov),Apidae (Suchov),40
Asteraceae (Telve),Apidae (Telve),7
Campanulaceae (Telve),Apidae (Telve),4
Fabaceae (Telve),Apidae (Telve),21
Gentianaceae (Telve),Apidae (Telve),15
Lamiaceae (Telve),Apidae (Telve),1
Onagraceae (Telve),Apidae (Telve),219
Orobanchaceae (Telve),Apidae (Telve),16
Plantaginaceae (Telve),Apidae (Telve),2
Ranunculaceae (Telve),Apidae (Telve),5
Asteraceae (Terlivka),Apidae (Terlivka),1
Asteraceae (Tiefenellern),Apidae (Tiefenellern),7
Caprifoliaceae (Tiefenellern),Apidae (Tiefenellern),2
Fabaceae (Tiefenellern),Apidae (Tiefenellern),2
Lamiaceae (Tiefenellern),Apidae (Tiefenellern),4
Asteraceae (Tilkerode),Apidae (Tilkerode),32
Campanulaceae (Tilkerode),Apidae (Tilkerode),2
Caprifoliaceae (Tilkerode),Apidae (Tilkerode),3
Caryophyllaceae (Tilkerode),Apidae (Tilkerode),1
Fabaceae (Tilkerode),Apidae (Tilkerode),53
Hypericaceae (Tilkerode),Apidae (Tilkerode),1
Lamiaceae (Tilkerode),Apidae (Tilkerode),16
Asteraceae (Tonadico),Apidae (Tonadico),7
Lamiaceae (Tonadico),Apidae (Tonadico),4
Orobanchaceae (Tonadico),Apidae (Tonadico),1
Saxifragaceae (Tonadico),Apidae (Tonadico),1
Boraginaceae (Tournai),Apidae (Tournai),9
Cornaceae (Tournai),Apidae (Tournai),5
Fabaceae (Tournai),Apidae (Tournai),5
Hypericaceae (Tournai),Apidae (Tournai),1
Rosaceae (Tournai),Apidae (Tournai),2
Scrophulariaceae (Tournai),Apidae (Tournai),2
Asphodelaceae (UIB),Apidae (UIB),10
Asteraceae (UIB),Apidae (UIB),2
Caprifoliaceae (UIB),Apidae (UIB),13
Cistaceae (UIB),Apidae (UIB),14
Euphorbiaceae (UIB),Apidae (UIB),2
Fabaceae (UIB),Apidae (UIB),21
Lamiaceae (UIB),Apidae (UIB),14
Rutaceae (UIB),Apidae (UIB),1
Cistaceae (Urbanizaciones),Apidae (Urbanizaciones),23
Fabaceae (Urbanizaciones),Apidae (Urbanizaciones),3
Lamiaceae (Urbanizaciones),Apidae (Urbanizaciones),111
Asteraceae (Valdobbiadene),Apidae (Valdobbiadene),10
Campanulaceae (Valdobbiadene),Apidae (Valdobbiadene),5
Lamiaceae (Valdobbiadene),Apidae (Valdobbiadene),8
Ranunculaceae (Valdobbiadene),Apidae (Valdobbiadene),5
Verbenaceae (Valdobbiadene),Apidae (Valdobbiadene),4
Asteraceae (Vale de Prazeres),Apidae (Vale de Prazeres),9
Boraginaceae (Vale de Prazeres),Apidae (Vale de Prazeres),8
Brassicaceae (Vale de Prazeres),Apidae (Vale de Prazeres),31
Campanulaceae (Vale de Prazeres),Apidae (Vale de Prazeres),58
Cistaceae (Vale de Prazeres),Apidae (Vale de Prazeres),505
Fabaceae (Vale de Prazeres),Apidae (Vale de Prazeres),243
Lamiaceae (Vale de Prazeres),Apidae (Vale de Prazeres),800
Plantaginaceae (Vale de Prazeres),Apidae (Vale de Prazeres),48
Resedaceae (Vale de Prazeres),Apidae (Vale de Prazeres),36
Amaryllidaceae (Vallarsa),Apidae (Vallarsa),42
Apiaceae (Vallarsa),Apidae (Vallarsa),20
Asteraceae (Vallarsa),Apidae (Vallarsa),83
Boraginaceae (Vallarsa),Apidae (Vallarsa),1
Convolvulaceae (Vallarsa),Apidae (Vallarsa),2
Fabaceae (Vallarsa),Apidae (Vallarsa),2
Lamiaceae (Vallarsa),Apidae (Vallarsa),31
Asteraceae (Valli del Pasubio),Apidae (Valli del Pasubio),19
Caprifoliaceae (Valli del Pasubio),Apidae (Valli del Pasubio),9
Fabaceae (Valli del Pasubio),Apidae (Valli del Pasubio),266
Lamiaceae (Valli del Pasubio),Apidae (Valli del Pasubio),13
Onagraceae (Valli del Pasubio),Apidae (Valli del Pasubio),1
Asteraceae (Viita),Apidae (Viita),13
Campanulaceae (Viita),Apidae (Viita),9
Fabaceae (Viita),Apidae (Viita),6
Lamiaceae (Viita),Apidae (Viita),1
Orobanchaceae (Viita),Apidae (Viita),45
Cistaceae (Villamanrique_este),Apidae (Villamanrique_este),46
Fabaceae (Villamanrique_este),Apidae (Villamanrique_este),21
Lamiaceae (Villamanrique_este),Apidae (Villamanrique_este),55
Cistaceae (Villamanrique_sur),Apidae (Villamanrique_sur),96
Fabaceae (Villamanrique_sur),Apidae (Villamanrique_sur),8
Lamiaceae (Villamanrique_sur),Apidae (Villamanrique_sur),83
Asteraceae (Volpago del Montello),Apidae (Volpago del Montello),42
Boraginaceae (Volpago del Montello),Apidae (Volpago del Montello),7
Fabaceae (Volpago del Montello),Apidae (Volpago del Montello),22
Lamiaceae (Volpago del Montello),Apidae (Volpago del Montello),10
Verbenaceae (Volpago del Montello),Apidae (Volpago del Montello),10
Asteraceae (Voznesens´k),Apidae (Voznesens´k),1
Boraginaceae (Voznesens´k),Apidae (Voznesens´k),1
Asteraceae (Wallersberg),Apidae (Wallersberg),7
Fabaceae (Wallersberg),Apidae (Wallersberg),3
Lamiaceae (Wallersberg),Apidae (Wallersberg),2
Asteraceae (Wallhausen),Apidae (Wallhausen),115
Brassicaceae (Wallhausen),Apidae (Wallhausen),1
Caprifoliaceae (Wallhausen),Apidae (Wallhausen),9
Fabaceae (Wallhausen),Apidae (Wallhausen),13
Lamiaceae (Wallhausen),Apidae (Wallhausen),42
Malvaceae (Wallhausen),Apidae (Wallhausen),3
Rosaceae (Wallhausen),Apidae (Wallhausen),1
