n_nodes,average_degree,average_weighted_degree,degree_distribution,weighted_degree_distribution
12295,3.59804798698658,89.1742984953233,"{11: 125, 19: 38, 12: 85, 2: 2199, 6: 425, 3: 1293, 1: 5290, 7: 300, 14: 76, 15: 64, 17: 45, 5: 533, 9: 181, 25: 10, 20: 29, 10: 172, 18: 30, 8: 233, 38: 9, 4: 839, 13: 93, 16: 49, 28: 11, 22: 13, 23: 17, 21: 27, 24: 18, 49: 1, 0: 1, 42: 3, 26: 10, 33: 5, 34: 6, 44: 1, 27: 12, 29: 4, 32: 9, 31: 6, 61: 1, 30: 4, 63: 1, 35: 5, 40: 2, 39: 2, 36: 5, 50: 1, 37: 2, 47: 2, 46: 1, 69: 1, 53: 1, 51: 2, 85: 1, 48: 1, 52: 1}","{38: 36, 146: 4, 85: 13, 2: 1612, 19: 87, 4: 764, 15: 104, 114: 7, 103: 4, 3: 986, 22: 71, 125: 7, 188: 4, 27: 50, 1: 3353, 14: 120, 25: 55, 9: 220, 21: 70, 826: 1, 162: 5, 39: 21, 648: 1, 34: 31, 75: 7, 26: 60, 410: 1, 906: 1, 92: 9, 51: 19, 41: 30, 28: 41, 316: 3, 42: 30, 525: 1, 20: 79, 6: 452, 123: 5, 60: 17, 33: 30, 157: 6, 7: 352, 8: 276, 10: 206, 32: 47, 40: 26, 5: 524, 53: 14, 24: 46, 13: 144, 30: 46, 12: 171, 11: 191, 18: 97, 17: 102, 36: 28, 63: 9, 16: 110, 23: 53, 35: 47, 88: 8, 142: 3, 81: 9, 44: 20, 45: 19, 49: 25, 37: 40, 67: 13, 64: 10, 69: 9, 91: 8, 48: 26, 158: 7, 71: 16, 337: 1, 86: 12, 43: 24, 52: 23, 65: 19, 95: 9, 31: 42, 113: 7, 94: 12, 59: 15, 154: 5, 132: 2, 198: 1, 112: 6, 47: 8, 102: 8, 551: 1, 66: 15, 46: 20, 89: 7, 509: 1, 128: 3, 163: 4, 197: 2, 275: 2, 106: 11, 538: 1, 74: 14, 56: 20, 93: 6, 68: 16, 138: 4, 54: 23, 109: 2, 96: 7, 180: 1, 50: 21, 171: 1, 301: 1, 118: 4, 57: 14, 62: 10, 55: 11, 206: 1, 29: 46, 76: 5, 90: 10, 278: 2, 219: 3, 210: 2, 419: 2, 303: 2, 255: 2, 144: 1, 116: 8, 176: 3, 70: 8, 260: 2, 2567: 1, 119164: 1, 380: 1, 512: 1, 130: 2, 1197: 1, 179: 3, 233: 1, 268: 1, 866: 1, 243: 4, 294: 3, 431: 1, 381: 1, 186: 5, 82: 10, 136: 6, 204: 3, 1000: 1, 394: 1, 2084: 1, 110: 8, 241: 2, 257: 1, 553: 1, 111: 5, 725: 1, 115685: 1, 270: 3, 322: 1, 116830: 1, 224: 2, 1287: 1, 335: 3, 79: 10, 427: 1, 191: 2, 135: 4, 151: 3, 145: 3, 405: 1, 78: 10, 148: 1, 209: 2, 435: 1, 202: 3, 292: 2, 58: 15, 932: 2, 356: 1, 169: 4, 124: 2, 262: 1, 230: 4, 205: 2, 1394: 1, 369: 1, 532: 1, 321: 1, 931: 1, 794: 1, 1757: 1, 834: 1, 539: 1, 72: 12, 181: 4, 61: 7, 951: 1, 161: 4, 391: 3, 363: 2, 140: 3, 576: 1, 134: 2, 251: 4, 273: 1, 266: 3, 121: 6, 156: 3, 362: 1, 84: 8, 155: 3, 0: 1, 810: 1, 259: 3, 238: 1, 2137: 1, 373: 3, 311: 2, 479: 3, 505: 1, 104: 7, 590: 2, 245: 1, 593: 1, 443: 1, 901: 1, 1424: 1, 5309: 1, 473: 2, 165: 6, 481: 2, 185: 2, 433: 1, 200: 2, 788: 1, 297: 1, 183: 3, 129: 2, 263: 1, 1096: 1, 526: 1, 775: 1, 248: 1, 264: 3, 1008: 1, 374: 1, 196: 2, 239: 4, 389: 1, 73: 9, 265: 2, 178: 4, 229: 4, 170: 3, 442: 1, 77: 9, 149: 5, 107: 6, 97: 3, 120: 4, 150: 4, 166: 4, 127: 4, 256: 2, 101: 6, 83: 12, 711: 1, 309: 3, 80: 9, 291: 2, 926: 1, 159: 1, 261: 2, 3414: 1, 575: 1, 3629: 1, 786: 1, 694: 2, 802: 2, 143: 3, 187: 3, 137: 5, 211: 2, 649: 1, 193: 1, 131: 1, 318: 1, 645: 1, 126: 3, 218: 1, 215: 1, 247: 1, 232: 1, 208: 2, 99: 4, 122: 4, 100: 6, 182: 4, 212: 2, 98: 7, 108: 6, 172: 1, 195: 2, 105: 1, 133: 4, 328: 2, 379: 1, 1622: 1, 272: 1, 271: 2, 336: 2, 905: 1, 541: 1, 189: 1, 2462: 1, 535: 1, 228: 1, 190: 2, 254: 1, 891: 2, 1281: 1, 343: 1, 117: 4, 194: 3, 160: 3, 242: 1, 177: 2, 349: 1, 213: 2, 221: 2, 450: 1, 388: 1, 1331: 1, 147: 3, 482: 2, 364: 1, 153: 1, 307: 2, 423: 2, 174: 3, 152: 2, 293: 1, 436: 1, 487: 1, 240: 1, 201: 2, 282: 2, 807: 1, 453: 1, 822: 1, 938: 1, 416: 1, 214: 2, 164: 1, 451: 1, 592: 1, 287: 1, 789: 1, 507: 1, 768: 1, 284: 1, 305: 1, 244: 2, 400: 2, 353: 2, 306: 1, 115: 4, 2072: 1, 118586: 1, 1317: 1, 642: 1, 5899: 1, 739: 1, 876: 1, 116686: 1, 1628: 1, 192: 1, 117138: 1, 1812: 1, 572: 1, 347: 1, 258: 1, 2789: 1, 87: 4, 3393: 1, 5078: 1, 2430: 1, 924: 1, 341: 2, 6707: 1, 14780: 1, 620: 1, 384: 2, 458: 1, 519: 1, 393: 1, 434: 1, 320: 1, 119: 4, 607: 1, 280: 1, 220: 1, 269: 3, 464: 1, 1589: 1, 428: 1, 1395: 1, 390: 1, 3693: 1, 4347: 1, 168: 1, 1572: 1, 1183: 1, 296: 1, 1798: 1, 358: 1, 510: 1, 594: 1, 279: 1, 387: 1, 217: 1, 546: 1, 300: 1, 277: 1, 252: 1, 1073: 1, 345: 1, 298: 1, 286: 1, 3649: 1, 890: 1, 498: 1, 612: 1, 691: 1, 350: 1, 783: 1, 474: 1, 250: 1, 267: 1, 656: 1, 216: 1, 1420: 1, 959: 1, 635: 1, 800: 1, 235: 1, 283: 1, 141: 1, 139: 1}"
