edges_removed,number_of_strongly_connected_components,largest_strongly_connected_component_size,largest_strongly_connected_component_average_path_length,average_degree,average_weighted_degree,degree_distribution,weighted_degree_distribution
10,1,83,0.6944124155033954,6.819277108433735,93.49397590361446,"{14: 3, 4: 7, 21: 1, 16: 2, 11: 2, 8: 2, 9: 2, 17: 1, 2: 10, 3: 8, 7: 5, 6: 8, 15: 2, 5: 4, 10: 1, 1: 16, 24: 1, 34: 1, 13: 3, 12: 2, 19: 1, 27: 1}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 5, 29: 1, 14: 2, 52: 1, 725: 1, 18: 1, 91: 1, 10: 1, 360: 1, 3: 4, 19: 2, 27: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 1, 627: 1, 943: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 44: 1, 22: 1}"
11,1,83,0.6959913733204455,6.795180722891566,79.2289156626506,"{14: 4, 4: 7, 21: 1, 16: 2, 11: 2, 8: 2, 9: 2, 17: 1, 2: 10, 3: 8, 7: 5, 6: 8, 5: 4, 10: 1, 1: 16, 15: 1, 24: 1, 34: 1, 12: 3, 19: 1, 27: 1, 13: 2}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 91: 1, 10: 1, 360: 1, 3: 4, 19: 2, 27: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 1, 627: 1, 351: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 44: 1, 22: 1}"
12,1,83,0.7198903563962461,6.771084337349397,70.57831325301204,"{14: 4, 4: 7, 21: 1, 16: 2, 11: 2, 8: 2, 9: 2, 17: 1, 2: 9, 3: 8, 7: 5, 6: 8, 5: 4, 10: 1, 1: 17, 15: 1, 23: 1, 34: 1, 12: 3, 19: 1, 27: 1, 13: 2}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 91: 1, 10: 1, 1: 11, 3: 4, 19: 2, 27: 2, 15: 3, 26: 2, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 627: 1, 351: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 44: 1, 22: 1}"
13,1,83,0.7426056097657002,6.746987951807229,70.53012048192771,"{14: 4, 4: 6, 21: 1, 16: 2, 11: 2, 8: 2, 9: 2, 17: 1, 2: 9, 3: 9, 7: 5, 6: 8, 5: 4, 10: 1, 1: 17, 15: 1, 23: 1, 33: 1, 12: 3, 19: 1, 27: 1, 13: 2}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 91: 1, 10: 1, 1: 11, 3: 4, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 625: 1, 351: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 44: 1, 22: 1}"
14,1,83,0.7439878313083286,6.72289156626506,69.63855421686748,"{14: 4, 4: 6, 21: 1, 16: 2, 11: 2, 8: 3, 17: 1, 2: 9, 3: 9, 7: 5, 6: 8, 5: 4, 10: 1, 1: 17, 15: 1, 23: 1, 32: 1, 12: 3, 19: 1, 27: 1, 13: 2, 9: 1}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 58: 1, 189: 1, 111: 1, 4: 5, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 91: 1, 10: 1, 1: 11, 3: 4, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 588: 1, 351: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 44: 1, 22: 1}"
15,1,83,0.7450749508557373,6.698795180722891,69.6144578313253,"{14: 4, 4: 5, 21: 1, 16: 2, 11: 2, 8: 3, 17: 1, 2: 9, 3: 10, 7: 5, 6: 8, 5: 4, 10: 1, 1: 17, 15: 1, 23: 1, 31: 1, 12: 3, 19: 1, 27: 1, 13: 2, 9: 1}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 58: 1, 189: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 91: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 587: 1, 351: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 44: 1, 22: 1}"
16,1,83,0.7470605994847679,6.674698795180723,68.86746987951807,"{14: 4, 4: 5, 21: 1, 16: 3, 11: 2, 8: 3, 2: 9, 3: 10, 7: 5, 6: 8, 5: 4, 10: 1, 1: 17, 15: 1, 23: 1, 31: 1, 12: 4, 19: 1, 27: 1, 13: 1, 9: 1}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 58: 1, 158: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 91: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 587: 1, 351: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 12: 2, 44: 1, 22: 1}"
17,1,83,0.7486882792260913,6.650602409638554,67.78313253012048,"{14: 3, 4: 5, 21: 1, 13: 2, 16: 3, 11: 2, 8: 3, 2: 9, 3: 10, 7: 5, 6: 8, 5: 4, 10: 1, 1: 17, 15: 1, 23: 1, 30: 1, 12: 4, 19: 1, 27: 1, 9: 1}","{394: 1, 7: 3, 487: 1, 65: 1, 241: 1, 179: 1, 154: 1, 85: 1, 58: 1, 158: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 91: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 542: 1, 351: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 12: 2, 44: 1, 22: 1}"
18,1,83,0.7490908327030171,6.626506024096385,67.49397590361446,"{14: 3, 4: 5, 21: 1, 13: 2, 16: 3, 11: 2, 8: 2, 2: 9, 3: 10, 7: 6, 6: 8, 5: 4, 9: 2, 1: 17, 15: 1, 23: 1, 30: 1, 12: 4, 19: 1, 27: 1}","{394: 1, 7: 3, 487: 1, 65: 1, 241: 1, 179: 1, 154: 1, 85: 1, 58: 1, 158: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 542: 1, 351: 1, 308: 1, 143: 1, 390: 1, 37: 1, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 22: 1}"
19,1,83,0.7519585980212942,6.602409638554217,66.62650602409639,"{14: 3, 4: 5, 20: 1, 13: 2, 16: 3, 11: 2, 8: 2, 2: 9, 3: 10, 7: 6, 6: 8, 5: 4, 9: 2, 1: 17, 15: 1, 23: 1, 30: 1, 12: 4, 18: 1, 27: 1}","{394: 1, 7: 3, 451: 1, 65: 1, 241: 1, 179: 1, 154: 1, 85: 1, 58: 1, 158: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 542: 1, 351: 1, 308: 1, 107: 1, 390: 1, 37: 1, 192: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 22: 1}"
20,1,83,0.7525267292802523,6.578313253012048,65.1566265060241,"{14: 3, 4: 5, 20: 1, 13: 1, 16: 2, 11: 2, 8: 2, 15: 2, 2: 9, 3: 10, 7: 6, 6: 8, 5: 4, 9: 2, 1: 17, 23: 1, 30: 1, 12: 5, 18: 1, 27: 1}","{394: 1, 7: 3, 451: 1, 65: 1, 241: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 542: 1, 351: 1, 308: 1, 107: 1, 390: 1, 37: 1, 131: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 22: 1}"
21,1,83,0.7552552999366053,6.554216867469879,62.55421686746988,"{13: 2, 4: 5, 20: 1, 16: 2, 11: 3, 8: 2, 15: 2, 2: 9, 3: 10, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 17, 23: 1, 30: 1, 12: 4, 18: 1, 27: 1}","{286: 1, 7: 3, 451: 1, 65: 1, 241: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 542: 1, 243: 1, 308: 1, 107: 1, 390: 1, 37: 1, 131: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 22: 1}"
22,1,83,0.7569343656026952,6.530120481927711,60.096385542168676,"{13: 2, 4: 5, 20: 1, 15: 3, 16: 1, 11: 3, 8: 2, 2: 9, 3: 10, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 17, 23: 1, 30: 1, 12: 4, 18: 1, 26: 1}","{286: 1, 7: 3, 451: 1, 65: 1, 139: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 542: 1, 243: 1, 308: 1, 107: 1, 288: 1, 37: 1, 131: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 22: 1}"
23,1,83,0.7597936537572811,6.506024096385542,59.01204819277108,"{13: 2, 4: 5, 19: 1, 15: 3, 16: 1, 11: 4, 8: 2, 2: 9, 3: 10, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 17, 23: 1, 30: 1, 12: 3, 18: 1, 26: 1}","{286: 1, 7: 3, 406: 1, 65: 1, 139: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 542: 1, 243: 1, 308: 1, 107: 1, 288: 1, 37: 1, 86: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 22: 1}"
24,1,83,0.7611787376161226,6.481927710843373,57.06024096385542,"{12: 4, 4: 5, 19: 1, 13: 1, 15: 3, 16: 1, 11: 4, 8: 2, 2: 9, 3: 10, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 17, 23: 1, 29: 1, 18: 1, 26: 1}","{205: 1, 7: 3, 406: 1, 65: 1, 139: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 5, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 461: 1, 243: 1, 308: 1, 107: 1, 288: 1, 37: 1, 86: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 22: 1}"
25,2,82,0.7618684269106899,6.457831325301205,56.98795180722892,"{11: 5, 4: 5, 19: 1, 13: 1, 15: 3, 16: 1, 8: 2, 2: 9, 3: 10, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 16, 23: 1, 29: 1, 12: 3, 18: 1, 26: 1, 0: 1}","{202: 1, 7: 3, 406: 1, 65: 1, 139: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 4, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 461: 1, 243: 1, 308: 1, 107: 1, 288: 1, 37: 1, 86: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 0: 1, 22: 1}"
26,3,81,0.7462973649464629,6.433734939759036,56.963855421686745,"{11: 5, 4: 5, 18: 2, 13: 1, 15: 3, 16: 1, 8: 2, 2: 9, 3: 10, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 15, 23: 1, 29: 1, 12: 3, 26: 1, 0: 2}","{202: 1, 7: 3, 405: 1, 65: 1, 139: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 10, 3: 4, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 461: 1, 243: 1, 308: 1, 107: 1, 288: 1, 37: 1, 86: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 0: 2, 22: 1}"
27,3,81,0.7588246173634908,6.409638554216867,56.91566265060241,"{11: 5, 4: 5, 17: 1, 13: 1, 15: 3, 16: 1, 8: 2, 2: 8, 3: 10, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 16, 23: 1, 29: 1, 12: 3, 18: 1, 26: 1, 0: 2}","{202: 1, 7: 3, 403: 1, 65: 1, 139: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 11, 3: 3, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 461: 1, 243: 1, 308: 1, 107: 1, 288: 1, 37: 1, 86: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 0: 2, 22: 1}"
28,4,80,0.7430090775314554,6.385542168674699,56.89156626506024,"{11: 5, 4: 5, 16: 2, 13: 1, 15: 3, 8: 2, 2: 8, 3: 10, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 15, 23: 1, 29: 1, 12: 3, 18: 1, 26: 1, 0: 3}","{202: 1, 7: 3, 402: 1, 65: 1, 139: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 10, 3: 3, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 380: 1, 461: 1, 243: 1, 308: 1, 107: 1, 288: 1, 37: 1, 86: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 0: 3, 22: 1}"
29,4,80,0.7655812271232747,6.36144578313253,56.7710843373494,"{11: 5, 4: 5, 15: 4, 13: 1, 16: 1, 8: 2, 2: 9, 3: 9, 7: 6, 6: 8, 14: 2, 5: 4, 9: 2, 1: 15, 23: 1, 29: 1, 12: 3, 18: 1, 26: 1, 0: 3}","{202: 1, 7: 2, 397: 1, 65: 1, 139: 1, 179: 1, 154: 1, 85: 1, 58: 1, 97: 1, 111: 1, 4: 4, 5: 5, 29: 1, 14: 2, 52: 1, 133: 1, 18: 1, 79: 1, 10: 1, 1: 10, 3: 3, 19: 2, 27: 2, 13: 1, 26: 2, 11: 2, 15: 2, 35: 1, 270: 1, 6: 2, 2: 4, 23: 1, 380: 1, 461: 1, 243: 1, 308: 1, 107: 1, 288: 1, 37: 1, 86: 1, 8: 1, 68: 1, 20: 1, 73: 1, 51: 1, 25: 1, 12: 2, 44: 1, 0: 3, 22: 1}"
