edges_removed,number_of_strongly_connected_components,largest_strongly_connected_component_size,largest_strongly_connected_component_average_path_length,average_degree,average_weighted_degree,degree_distribution,weighted_degree_distribution
0,1,83,0.6642700648618185,7.0602409638554215,2922.9638554216867,"{14: 3, 4: 7, 23: 1, 16: 2, 17: 1, 11: 3, 8: 2, 9: 2, 20: 1, 2: 9, 3: 8, 7: 5, 6: 10, 15: 2, 5: 3, 1: 16, 24: 1, 37: 1, 13: 3, 19: 1, 28: 1, 12: 1}","{394: 1, 7: 3, 2084: 1, 110: 1, 241: 1, 257: 1, 154: 1, 85: 1, 95: 1, 553: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 125: 1, 10: 1, 115685: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 1, 876: 1, 116686: 1, 1628: 1, 143: 1, 473: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 33: 1, 44: 1, 22: 1}"
1,1,83,0.6669581125592614,7.036144578313253,2919.4939759036147,"{14: 3, 4: 7, 23: 1, 16: 1, 17: 1, 11: 3, 8: 2, 9: 2, 19: 2, 2: 9, 3: 8, 7: 5, 6: 10, 15: 3, 5: 3, 1: 16, 24: 1, 37: 1, 13: 3, 28: 1, 12: 1}","{394: 1, 7: 3, 2084: 1, 110: 1, 241: 1, 257: 1, 154: 1, 85: 1, 95: 1, 409: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 125: 1, 10: 1, 115685: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 1, 876: 1, 116542: 1, 1628: 1, 143: 1, 473: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 33: 1, 44: 1, 22: 1}"
2,1,83,0.6700531313686342,7.0120481927710845,2916.1927710843374,"{14: 3, 4: 7, 23: 1, 16: 1, 17: 1, 11: 3, 8: 2, 9: 2, 18: 1, 2: 9, 3: 8, 7: 5, 6: 10, 15: 3, 5: 3, 1: 16, 24: 1, 36: 1, 13: 3, 19: 1, 28: 1, 12: 1}","{394: 1, 7: 3, 2084: 1, 110: 1, 241: 1, 257: 1, 154: 1, 85: 1, 95: 1, 272: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 125: 1, 10: 1, 115685: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 2, 116542: 1, 1628: 1, 143: 1, 473: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 33: 1, 44: 1, 22: 1}"
3,1,83,0.6714578937558695,6.9879518072289155,2877.7831325301204,"{14: 4, 4: 7, 22: 1, 16: 1, 17: 1, 11: 3, 8: 2, 9: 2, 18: 1, 2: 9, 3: 8, 7: 5, 6: 10, 15: 2, 5: 3, 1: 16, 24: 1, 36: 1, 13: 3, 19: 1, 28: 1, 12: 1}","{394: 1, 7: 3, 490: 1, 110: 1, 241: 1, 257: 1, 154: 1, 85: 1, 95: 1, 272: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 125: 1, 10: 1, 115685: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 2, 114948: 1, 1628: 1, 143: 1, 473: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 33: 1, 44: 1, 22: 1}"
4,1,83,0.673473443642205,6.963855421686747,130.67469879518072,"{14: 3, 4: 6, 22: 1, 16: 1, 17: 1, 11: 3, 8: 2, 9: 2, 18: 1, 2: 9, 3: 9, 7: 5, 6: 10, 15: 2, 5: 3, 1: 16, 24: 1, 36: 1, 13: 4, 19: 1, 28: 1, 12: 1}","{394: 1, 7: 3, 490: 1, 110: 1, 241: 1, 257: 1, 154: 1, 85: 1, 95: 1, 272: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 125: 1, 10: 1, 1680: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 2, 943: 1, 1628: 1, 143: 1, 473: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 33: 1, 44: 1, 22: 1}"
5,1,83,0.6759608699945948,6.9397590361445785,128.67469879518072,"{14: 3, 4: 6, 22: 1, 16: 1, 17: 2, 11: 3, 8: 2, 9: 2, 2: 9, 3: 9, 7: 5, 6: 10, 15: 2, 5: 3, 1: 16, 24: 1, 36: 1, 13: 4, 19: 1, 27: 1, 12: 1}","{394: 1, 7: 3, 490: 1, 110: 1, 241: 1, 257: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 125: 1, 10: 1, 1680: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 2, 943: 1, 1628: 1, 143: 1, 390: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 33: 1, 44: 1, 22: 1}"
6,1,83,0.6889614693486882,6.9156626506024095,128.6024096385542,"{14: 3, 4: 6, 21: 1, 16: 1, 17: 2, 11: 3, 8: 2, 9: 2, 2: 9, 3: 9, 7: 5, 6: 9, 15: 2, 5: 4, 1: 16, 24: 1, 36: 1, 13: 4, 19: 1, 27: 1, 12: 1}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 257: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 125: 1, 10: 1, 1680: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 2, 943: 1, 1628: 1, 143: 1, 390: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 30: 1, 44: 1, 22: 1}"
7,1,83,0.6908107493137633,6.891566265060241,126.72289156626506,"{14: 3, 4: 6, 21: 1, 16: 2, 11: 3, 8: 2, 9: 2, 17: 1, 2: 9, 3: 9, 7: 5, 6: 9, 15: 2, 5: 4, 1: 16, 24: 1, 35: 1, 13: 4, 19: 1, 27: 1, 12: 1}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 125: 1, 10: 1, 1680: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 1, 661: 1, 943: 1, 1628: 1, 143: 1, 390: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 30: 1, 44: 1, 22: 1}"
8,1,83,0.6930219099587918,6.867469879518072,125.90361445783132,"{14: 3, 4: 6, 21: 1, 16: 2, 11: 2, 8: 2, 9: 2, 17: 1, 2: 9, 3: 9, 7: 5, 6: 9, 15: 2, 5: 4, 10: 1, 1: 16, 24: 1, 34: 1, 13: 4, 19: 1, 27: 1, 12: 1}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 91: 1, 10: 1, 1680: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 1, 627: 1, 943: 1, 1628: 1, 143: 1, 390: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 30: 1, 44: 1, 22: 1}"
9,1,83,0.6935497779613573,6.843373493975903,94.09638554216868,"{14: 3, 4: 6, 21: 1, 16: 2, 11: 2, 8: 2, 9: 2, 17: 1, 2: 10, 3: 8, 7: 5, 6: 9, 15: 2, 5: 4, 10: 1, 1: 16, 24: 1, 34: 1, 13: 3, 12: 2, 19: 1, 27: 1}","{394: 1, 7: 3, 487: 1, 110: 1, 241: 1, 179: 1, 154: 1, 85: 1, 95: 1, 189: 1, 111: 1, 4: 5, 5: 4, 29: 1, 14: 2, 52: 2, 725: 1, 18: 1, 91: 1, 10: 1, 360: 1, 3: 4, 19: 2, 15: 3, 26: 2, 1: 10, 11: 2, 35: 1, 270: 1, 6: 2, 2: 3, 23: 1, 739: 1, 627: 1, 943: 1, 308: 1, 143: 1, 390: 1, 37: 2, 192: 1, 27: 1, 8: 1, 68: 1, 20: 1, 73: 1, 82: 1, 12: 2, 30: 1, 44: 1, 22: 1}"
