edges_removed,number_of_strongly_connected_components,largest_strongly_connected_component_size,largest_strongly_connected_component_average_path_length,average_degree,average_weighted_degree,degree_distribution,weighted_degree_distribution
37,5,76,0.6556905701075103,7.175,57.75,"{13: 5, 0: 4, 11: 2, 12: 2, 9: 2, 6: 4, 7: 3, 3: 8, 5: 6, 15: 1, 19: 2, 1: 8, 4: 8, 18: 1, 8: 3, 2: 9, 10: 4, 17: 1, 21: 1, 28: 1, 14: 3, 29: 1, 16: 1}","{89: 1, 0: 4, 104: 1, 369: 1, 86: 1, 49: 1, 20: 2, 27: 2, 26: 2, 67: 1, 124: 1, 135: 1, 15: 3, 5: 1, 106: 1, 145: 1, 284: 1, 50: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 3, 30: 1, 21: 2, 7: 3, 56: 1, 1: 4, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 389: 1, 406: 1, 237: 1, 167: 1, 95: 1, 83: 1, 342: 1, 12: 1, 94: 1, 122: 1, 14: 1, 120: 1, 53: 1, 4: 3, 33: 1, 28: 1}"
38,6,75,0.636362488710759,7.15,57.725,"{13: 5, 0: 5, 11: 2, 12: 2, 9: 2, 6: 4, 7: 3, 3: 8, 5: 6, 15: 1, 18: 2, 1: 7, 4: 8, 8: 3, 2: 9, 10: 4, 17: 1, 21: 1, 28: 1, 14: 3, 29: 1, 16: 1, 19: 1}","{89: 1, 0: 5, 104: 1, 369: 1, 86: 1, 49: 1, 20: 2, 27: 2, 26: 2, 67: 1, 123: 1, 135: 1, 15: 3, 5: 1, 106: 1, 145: 1, 284: 1, 50: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 3, 30: 1, 21: 2, 7: 3, 56: 1, 1: 3, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 389: 1, 406: 1, 237: 1, 167: 1, 95: 1, 83: 1, 342: 1, 12: 1, 94: 1, 122: 1, 14: 1, 120: 1, 53: 1, 4: 3, 33: 1, 28: 1}"
39,6,75,0.6373360308658831,7.125,57.525,"{13: 5, 0: 5, 11: 1, 12: 2, 9: 2, 6: 4, 7: 3, 3: 8, 5: 6, 15: 1, 17: 2, 1: 7, 4: 8, 18: 1, 8: 3, 2: 9, 10: 5, 21: 1, 28: 1, 14: 3, 29: 1, 16: 1, 19: 1}","{89: 1, 0: 5, 104: 1, 369: 1, 86: 1, 49: 1, 20: 2, 27: 1, 26: 2, 67: 1, 115: 1, 135: 1, 15: 3, 5: 1, 106: 1, 145: 1, 284: 1, 50: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 3, 30: 1, 21: 2, 7: 3, 56: 1, 1: 3, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 389: 1, 406: 1, 19: 1, 237: 1, 167: 1, 95: 1, 83: 1, 342: 1, 12: 1, 94: 1, 122: 1, 14: 1, 120: 1, 53: 1, 4: 3, 33: 1, 28: 1}"
40,7,74,0.6447842932910158,7.1,54.15,"{13: 5, 0: 6, 11: 1, 12: 2, 9: 2, 6: 4, 7: 3, 3: 8, 5: 6, 15: 1, 17: 1, 4: 8, 18: 1, 8: 3, 2: 9, 10: 5, 1: 6, 16: 2, 21: 1, 28: 1, 14: 3, 29: 1, 19: 1}","{89: 1, 0: 6, 104: 1, 369: 1, 86: 1, 49: 1, 20: 2, 27: 1, 26: 2, 67: 1, 115: 1, 15: 3, 5: 1, 106: 1, 145: 1, 284: 1, 50: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 3, 30: 1, 21: 2, 7: 3, 56: 1, 1: 3, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 237: 1, 167: 1, 95: 1, 83: 1, 342: 1, 12: 1, 94: 1, 122: 1, 14: 1, 120: 1, 53: 1, 4: 3, 33: 1, 28: 1}"
41,7,74,0.6500450908435214,7.075,53.95,"{13: 5, 0: 6, 11: 1, 12: 2, 9: 2, 6: 4, 7: 3, 3: 9, 5: 6, 15: 1, 17: 1, 4: 7, 18: 1, 8: 3, 2: 9, 10: 5, 1: 6, 16: 2, 21: 1, 28: 2, 14: 3, 19: 1}","{89: 1, 0: 6, 104: 1, 369: 1, 86: 1, 49: 1, 20: 2, 27: 1, 26: 2, 67: 1, 115: 1, 7: 4, 5: 1, 15: 2, 106: 1, 145: 1, 284: 1, 50: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 3, 30: 1, 21: 2, 56: 1, 1: 3, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 237: 1, 167: 1, 95: 1, 83: 1, 334: 1, 12: 1, 94: 1, 122: 1, 14: 1, 120: 1, 53: 1, 4: 3, 33: 1, 28: 1}"
42,7,74,0.6602911625511987,7.05,53.7,"{13: 5, 0: 6, 11: 1, 12: 2, 9: 2, 6: 4, 7: 3, 3: 10, 5: 6, 15: 1, 17: 1, 18: 1, 8: 3, 2: 8, 4: 6, 10: 5, 1: 7, 16: 2, 21: 1, 28: 2, 14: 3, 19: 1}","{89: 1, 0: 6, 104: 1, 369: 1, 86: 1, 49: 1, 20: 2, 27: 1, 26: 2, 67: 1, 115: 1, 7: 4, 5: 2, 106: 1, 145: 1, 284: 1, 50: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 2, 30: 1, 21: 2, 56: 1, 15: 1, 1: 4, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 237: 1, 167: 1, 95: 1, 83: 1, 334: 1, 12: 1, 94: 1, 122: 1, 14: 1, 120: 1, 53: 1, 4: 3, 33: 1, 28: 1}"
43,7,74,0.6667122796807933,7.025,53.3,"{13: 4, 0: 6, 11: 1, 12: 3, 9: 3, 6: 4, 7: 3, 3: 10, 5: 6, 15: 1, 17: 1, 18: 1, 8: 3, 2: 8, 4: 6, 10: 4, 1: 7, 16: 2, 21: 1, 28: 2, 14: 3, 19: 1}","{89: 1, 0: 6, 104: 1, 369: 1, 86: 1, 49: 1, 20: 2, 27: 1, 26: 2, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 284: 1, 50: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 2, 30: 1, 21: 2, 56: 1, 15: 1, 1: 4, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 237: 1, 167: 1, 95: 1, 83: 1, 334: 1, 12: 1, 94: 1, 122: 1, 14: 1, 120: 1, 53: 1, 4: 3, 17: 1, 28: 1}"
44,7,74,0.6704809115408308,7.0,51.1,"{13: 3, 0: 6, 11: 2, 12: 3, 9: 3, 6: 4, 7: 3, 3: 10, 5: 6, 15: 1, 17: 1, 18: 1, 8: 3, 2: 8, 4: 6, 10: 4, 1: 7, 16: 2, 21: 1, 28: 2, 14: 3, 19: 1}","{89: 1, 0: 6, 104: 1, 369: 1, 86: 1, 49: 1, 20: 2, 27: 1, 26: 2, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 50: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 2, 30: 1, 21: 2, 56: 1, 15: 1, 1: 4, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 237: 1, 167: 1, 95: 1, 83: 1, 334: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 53: 1, 4: 3, 17: 1, 28: 1}"
45,8,73,0.6487161409641887,6.975,51.075,"{13: 2, 0: 7, 11: 2, 12: 4, 9: 3, 6: 4, 7: 3, 3: 10, 5: 6, 15: 1, 17: 1, 18: 1, 8: 3, 2: 8, 4: 6, 10: 4, 1: 6, 16: 2, 21: 1, 28: 2, 14: 3, 19: 1}","{89: 1, 0: 7, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 2, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 2, 58: 1, 39: 1, 2: 6, 11: 2, 30: 1, 21: 2, 56: 1, 15: 1, 1: 3, 54: 1, 10: 2, 3: 4, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 237: 1, 167: 1, 95: 1, 83: 1, 334: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 53: 1, 4: 3, 17: 1, 28: 1}"
46,8,73,0.6736318222724813,6.95,50.875,"{13: 2, 0: 7, 11: 2, 12: 4, 9: 3, 6: 4, 7: 3, 3: 11, 5: 6, 15: 1, 17: 1, 18: 1, 8: 3, 2: 8, 10: 4, 4: 5, 1: 6, 16: 2, 21: 1, 27: 1, 14: 3, 28: 1, 19: 1}","{89: 1, 0: 7, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 2, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 2, 58: 1, 39: 1, 2: 6, 3: 5, 30: 1, 21: 2, 56: 1, 15: 1, 1: 3, 54: 1, 10: 2, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 229: 1, 167: 1, 95: 1, 83: 1, 334: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 53: 1, 4: 3, 11: 1, 17: 1, 28: 1}"
47,8,73,0.6808346291831701,6.925,50.4,"{13: 2, 0: 7, 11: 2, 12: 4, 9: 3, 6: 4, 7: 3, 3: 12, 5: 6, 15: 1, 17: 1, 18: 1, 8: 3, 2: 8, 10: 4, 1: 6, 4: 4, 16: 2, 21: 1, 27: 2, 14: 3, 19: 1}","{89: 1, 0: 7, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 5, 5: 2, 90: 1, 145: 1, 196: 1, 25: 2, 58: 1, 39: 1, 2: 6, 3: 5, 30: 1, 21: 2, 56: 1, 15: 1, 1: 3, 54: 1, 10: 2, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 229: 1, 167: 1, 95: 1, 83: 1, 315: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 53: 1, 4: 3, 11: 1, 17: 1, 28: 1}"
48,8,73,0.6830742855858667,6.9,50.3,"{13: 2, 0: 7, 11: 2, 12: 4, 9: 3, 6: 4, 7: 3, 3: 12, 5: 6, 15: 1, 17: 1, 18: 1, 8: 3, 2: 7, 10: 4, 1: 7, 4: 4, 16: 2, 21: 1, 27: 1, 14: 3, 26: 1, 19: 1}","{89: 1, 0: 7, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 2, 58: 1, 39: 1, 2: 6, 3: 6, 30: 1, 21: 2, 56: 1, 15: 1, 1: 3, 54: 1, 10: 2, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 229: 1, 167: 1, 95: 1, 83: 1, 311: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 53: 1, 4: 3, 11: 1, 17: 1, 28: 1}"
49,9,72,0.6807461107848061,6.875,50.225,"{13: 2, 0: 8, 11: 2, 12: 4, 9: 4, 6: 4, 7: 3, 3: 12, 5: 6, 15: 1, 17: 1, 18: 1, 8: 3, 2: 7, 10: 3, 1: 6, 4: 4, 16: 2, 21: 1, 27: 1, 14: 3, 26: 1, 19: 1}","{89: 1, 0: 8, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 2, 58: 1, 39: 1, 2: 6, 3: 5, 30: 1, 21: 2, 53: 2, 15: 1, 1: 3, 54: 1, 10: 2, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 229: 1, 167: 1, 95: 1, 83: 1, 311: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 4: 3, 11: 1, 17: 1, 28: 1}"
50,10,71,0.6704894981285116,6.85,50.175,"{13: 2, 0: 9, 11: 2, 12: 4, 9: 4, 6: 3, 7: 3, 3: 12, 5: 7, 15: 1, 17: 1, 18: 1, 8: 3, 2: 7, 10: 3, 1: 5, 4: 4, 16: 2, 21: 1, 27: 1, 14: 3, 26: 1, 19: 1}","{89: 1, 0: 9, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 2, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 2, 53: 2, 13: 1, 1: 3, 54: 1, 10: 2, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 229: 1, 167: 1, 95: 1, 83: 1, 311: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 4: 3, 11: 1, 17: 1, 28: 1}"
51,10,71,0.6831106758661121,6.825,49.65,"{13: 2, 0: 9, 11: 2, 12: 4, 9: 4, 6: 3, 7: 3, 3: 11, 5: 7, 15: 1, 17: 1, 18: 1, 8: 3, 2: 8, 10: 3, 1: 5, 4: 4, 16: 2, 21: 1, 27: 1, 14: 3, 25: 1, 19: 1}","{89: 1, 0: 9, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 2, 53: 2, 13: 1, 4: 4, 1: 3, 54: 1, 10: 2, 9: 2, 6: 2, 148: 1, 254: 1, 406: 1, 19: 1, 229: 1, 167: 1, 95: 1, 83: 1, 290: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 17: 1, 28: 1}"
52,11,70,0.6636359631658868,6.8,49.625,"{13: 2, 0: 10, 11: 2, 12: 4, 9: 4, 6: 3, 7: 3, 3: 11, 5: 7, 15: 1, 17: 1, 18: 1, 8: 3, 2: 8, 10: 3, 1: 4, 4: 4, 16: 2, 21: 1, 26: 1, 14: 3, 25: 1, 19: 1}","{89: 1, 0: 10, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 2, 53: 2, 13: 1, 4: 4, 54: 1, 10: 2, 9: 2, 6: 2, 1: 2, 148: 1, 254: 1, 406: 1, 19: 1, 228: 1, 167: 1, 95: 1, 83: 1, 290: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 17: 1, 28: 1}"
53,11,70,0.6646830616284002,6.775,49.2,"{13: 2, 0: 10, 11: 2, 12: 4, 9: 4, 6: 3, 7: 4, 3: 11, 5: 7, 15: 2, 17: 1, 18: 1, 8: 2, 2: 8, 10: 3, 1: 4, 4: 4, 21: 1, 26: 1, 14: 3, 25: 1, 16: 1, 19: 1}","{89: 1, 0: 10, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 2, 53: 2, 13: 1, 4: 4, 37: 1, 10: 2, 9: 2, 6: 2, 1: 2, 148: 1, 237: 1, 406: 1, 19: 1, 228: 1, 167: 1, 95: 1, 83: 1, 290: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 17: 1, 28: 1}"
54,11,70,0.6762649837710066,6.75,49.05,"{13: 2, 0: 10, 11: 2, 12: 4, 9: 4, 6: 3, 7: 4, 3: 12, 5: 7, 15: 2, 17: 1, 18: 1, 8: 2, 2: 8, 10: 3, 1: 4, 4: 3, 21: 1, 25: 2, 14: 3, 16: 1, 19: 1}","{89: 1, 0: 10, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 2, 53: 2, 13: 1, 4: 5, 37: 1, 10: 1, 9: 2, 6: 2, 1: 2, 148: 1, 237: 1, 406: 1, 19: 1, 222: 1, 167: 1, 95: 1, 83: 1, 290: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 17: 1, 28: 1}"
55,11,70,0.6905267058175918,6.725,49.0,"{13: 2, 0: 10, 11: 2, 12: 4, 9: 5, 6: 3, 7: 4, 3: 12, 5: 7, 15: 2, 17: 1, 18: 1, 8: 2, 2: 7, 10: 2, 1: 5, 4: 3, 21: 1, 25: 2, 14: 3, 16: 1, 19: 1}","{89: 1, 0: 10, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 4, 30: 1, 21: 2, 53: 2, 13: 1, 4: 5, 37: 1, 1: 3, 10: 1, 9: 2, 6: 2, 148: 1, 237: 1, 406: 1, 19: 1, 222: 1, 165: 1, 95: 1, 83: 1, 290: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 17: 1, 28: 1}"
56,11,70,0.7013280337983384,6.7,48.825,"{13: 2, 0: 10, 11: 2, 12: 4, 9: 5, 6: 3, 7: 4, 3: 11, 5: 7, 15: 2, 17: 1, 18: 1, 8: 2, 2: 8, 10: 2, 1: 5, 4: 3, 21: 1, 25: 1, 14: 3, 24: 1, 16: 1, 19: 1}","{89: 1, 0: 10, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 2, 53: 2, 13: 1, 4: 5, 37: 1, 1: 3, 9: 2, 6: 2, 148: 1, 237: 1, 406: 1, 19: 1, 222: 1, 165: 1, 95: 1, 83: 1, 283: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 17: 1, 28: 1}"
57,11,70,0.7098889918294041,6.675,48.7,"{13: 2, 0: 10, 11: 2, 12: 4, 9: 5, 6: 3, 7: 4, 3: 12, 5: 7, 15: 2, 17: 1, 18: 1, 8: 2, 2: 8, 10: 2, 1: 5, 4: 2, 21: 1, 25: 1, 14: 3, 23: 1, 16: 1, 19: 1}","{89: 1, 0: 10, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 2, 53: 2, 13: 1, 4: 6, 37: 1, 1: 3, 6: 2, 148: 1, 237: 1, 406: 1, 19: 1, 222: 1, 165: 1, 95: 1, 83: 1, 278: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 9: 1, 17: 1, 28: 1}"
58,11,70,0.732394446737503,6.65,48.575,"{13: 2, 0: 10, 11: 2, 12: 4, 9: 5, 6: 3, 7: 4, 3: 12, 5: 7, 15: 1, 17: 1, 18: 1, 8: 2, 2: 7, 10: 2, 1: 6, 4: 2, 14: 4, 21: 1, 25: 1, 23: 1, 16: 1, 19: 1}","{89: 1, 0: 10, 104: 1, 369: 1, 86: 1, 49: 2, 20: 2, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 2, 53: 2, 13: 1, 4: 6, 37: 1, 1: 4, 148: 1, 6: 1, 232: 1, 406: 1, 19: 1, 222: 1, 165: 1, 95: 1, 83: 1, 278: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 9: 1, 17: 1, 28: 1}"
59,12,69,0.702169868311315,6.625,48.55,"{13: 1, 0: 11, 11: 2, 12: 5, 9: 5, 6: 3, 7: 4, 3: 12, 5: 7, 15: 1, 17: 1, 18: 1, 8: 2, 2: 7, 10: 2, 1: 5, 4: 2, 14: 4, 21: 1, 25: 1, 23: 1, 16: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 86: 1, 49: 2, 20: 3, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 1, 53: 2, 13: 1, 4: 6, 37: 1, 1: 3, 148: 1, 6: 1, 232: 1, 406: 1, 19: 1, 222: 1, 165: 1, 95: 1, 83: 1, 278: 1, 12: 1, 94: 1, 122: 1, 14: 1, 32: 1, 11: 1, 9: 1, 17: 1, 28: 1}"
60,12,69,0.7050056229189734,6.6,45.8,"{13: 2, 0: 11, 11: 2, 12: 5, 9: 5, 6: 3, 7: 4, 3: 11, 5: 7, 15: 1, 17: 1, 18: 1, 8: 2, 2: 8, 10: 2, 1: 5, 4: 2, 21: 1, 25: 1, 14: 3, 23: 1, 16: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 86: 1, 49: 2, 20: 3, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 5, 30: 1, 21: 1, 53: 2, 13: 1, 4: 6, 37: 1, 1: 3, 38: 1, 6: 1, 122: 2, 406: 1, 19: 1, 222: 1, 165: 1, 95: 1, 83: 1, 278: 1, 12: 1, 94: 1, 14: 1, 32: 1, 11: 1, 9: 1, 17: 1, 28: 1}"
61,12,69,0.723818064361318,6.575,45.725,"{13: 2, 0: 11, 11: 2, 12: 5, 9: 5, 6: 3, 7: 4, 3: 12, 5: 7, 15: 1, 17: 1, 18: 1, 8: 2, 2: 8, 10: 2, 1: 5, 4: 1, 21: 1, 24: 1, 14: 3, 23: 1, 16: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 86: 1, 49: 2, 20: 3, 27: 1, 26: 1, 67: 1, 115: 1, 7: 4, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 6, 30: 1, 21: 1, 53: 2, 13: 1, 4: 6, 37: 1, 1: 3, 38: 1, 122: 2, 406: 1, 19: 1, 219: 1, 165: 1, 95: 1, 83: 1, 278: 1, 12: 1, 94: 1, 14: 1, 32: 1, 11: 1, 9: 1, 17: 1, 28: 1}"
62,12,69,0.7329419681818558,6.55,45.65,"{13: 2, 0: 11, 11: 2, 12: 5, 9: 5, 6: 3, 7: 4, 3: 13, 5: 7, 15: 1, 17: 1, 18: 1, 8: 2, 2: 8, 10: 2, 1: 5, 20: 1, 24: 1, 14: 3, 23: 1, 16: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 86: 1, 49: 2, 20: 3, 27: 1, 26: 1, 67: 1, 115: 1, 7: 3, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 6, 30: 1, 21: 1, 53: 2, 13: 1, 4: 7, 37: 1, 1: 3, 38: 1, 122: 2, 403: 1, 19: 1, 219: 1, 165: 1, 95: 1, 83: 1, 278: 1, 12: 1, 94: 1, 14: 1, 32: 1, 11: 1, 9: 1, 17: 1, 28: 1}"
63,12,69,0.7342012642706981,6.525,44.5,"{13: 2, 0: 11, 11: 2, 12: 5, 8: 3, 9: 4, 6: 3, 7: 4, 3: 13, 5: 7, 15: 2, 17: 1, 18: 1, 2: 8, 10: 2, 1: 5, 20: 1, 24: 1, 14: 3, 23: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 40: 1, 49: 2, 20: 3, 27: 1, 26: 1, 67: 1, 115: 1, 7: 3, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 39: 1, 2: 5, 3: 6, 30: 1, 21: 1, 53: 2, 13: 1, 4: 7, 37: 1, 1: 3, 38: 1, 122: 2, 403: 1, 19: 1, 219: 1, 165: 1, 95: 1, 83: 1, 278: 1, 12: 1, 48: 1, 14: 1, 32: 1, 11: 1, 9: 1, 17: 1, 28: 1}"
64,12,69,0.7354012369934326,6.5,44.475,"{13: 2, 0: 11, 11: 2, 12: 5, 7: 5, 9: 4, 6: 3, 3: 13, 5: 7, 15: 2, 17: 1, 18: 1, 8: 2, 2: 7, 10: 2, 1: 6, 20: 1, 24: 1, 14: 3, 23: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 39: 2, 49: 2, 20: 3, 27: 1, 26: 1, 67: 1, 115: 1, 7: 3, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 2: 4, 3: 6, 30: 1, 21: 1, 53: 2, 13: 1, 4: 7, 37: 1, 1: 4, 38: 1, 122: 2, 403: 1, 19: 1, 219: 1, 165: 1, 95: 1, 83: 1, 278: 1, 12: 1, 48: 1, 14: 1, 32: 1, 11: 1, 9: 1, 17: 1, 28: 1}"
65,12,69,0.7424109227231778,6.475,44.25,"{13: 2, 0: 11, 11: 2, 12: 5, 7: 5, 9: 4, 5: 8, 3: 13, 15: 2, 17: 1, 18: 1, 8: 2, 6: 2, 2: 7, 10: 2, 1: 6, 20: 1, 24: 1, 14: 3, 22: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 39: 2, 49: 2, 11: 2, 27: 1, 20: 2, 26: 1, 67: 1, 115: 1, 7: 3, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 2: 4, 3: 6, 30: 1, 21: 1, 53: 2, 13: 1, 4: 7, 37: 1, 1: 4, 38: 1, 122: 2, 403: 1, 19: 1, 219: 1, 165: 1, 95: 1, 83: 1, 269: 1, 12: 1, 48: 1, 14: 1, 32: 1, 9: 1, 17: 1, 28: 1}"
66,12,69,0.7449307434033854,6.45,44.225,"{13: 2, 0: 11, 11: 2, 12: 5, 7: 5, 9: 4, 5: 8, 3: 13, 15: 2, 16: 1, 18: 1, 8: 2, 6: 2, 2: 6, 10: 2, 1: 7, 20: 1, 24: 1, 14: 3, 22: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 39: 2, 49: 2, 11: 2, 27: 1, 20: 2, 26: 1, 67: 1, 114: 1, 7: 3, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 2: 3, 3: 6, 30: 1, 21: 1, 53: 2, 13: 1, 4: 7, 37: 1, 1: 5, 38: 1, 122: 2, 403: 1, 19: 1, 219: 1, 165: 1, 95: 1, 83: 1, 269: 1, 12: 1, 48: 1, 14: 1, 32: 1, 9: 1, 17: 1, 28: 1}"
67,12,69,0.7668053049719045,6.425,44.175,"{13: 2, 0: 11, 11: 2, 12: 5, 7: 5, 9: 4, 5: 8, 3: 12, 15: 3, 18: 1, 8: 2, 6: 2, 2: 7, 10: 2, 1: 7, 20: 1, 24: 1, 14: 3, 22: 1, 19: 1}","{89: 1, 0: 11, 104: 1, 369: 1, 39: 2, 49: 2, 11: 2, 27: 1, 20: 2, 26: 1, 67: 1, 112: 1, 7: 3, 5: 2, 90: 1, 145: 1, 196: 1, 25: 1, 58: 1, 2: 4, 3: 6, 30: 1, 21: 1, 53: 2, 13: 1, 4: 6, 37: 1, 1: 5, 38: 1, 122: 2, 403: 1, 19: 1, 219: 1, 165: 1, 95: 1, 83: 1, 269: 1, 12: 1, 48: 1, 14: 1, 32: 1, 9: 1, 17: 1, 28: 1}"
