Id,Country,Locality,Bioregion,Latitude,Longitude,Type
Eryngium (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.398,3.147,Plant
Sonchus (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.398,3.15,Plant
Opuntia (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.398,3.15,Plant
Daucus (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.398,3.15,Plant
Eryngium (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.398,3.15,Plant
Lomelosia (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.398,3.15,Plant
Urospermum (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.398,3.15,Plant
Petrosedum (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.398,3.15,Plant
Sonchus (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.301,3.229,Plant
Petrosedum (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.301,3.229,Plant
Daucus (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.301,3.229,Plant
Ruta (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.301,3.229,Plant
Eryngium (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.301,3.229,Plant
Tuberaria (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.301,3.229,Plant
Lomelosia (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.301,3.229,Plant
Bituminaria (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.301,3.229,Plant
Opuntia (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Dianthus (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Ruta (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Petrosedum (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Daucus (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Bituminaria (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Sonchus (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Hypericum (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Eryngium (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,42.3,3.231,Plant
Cistus (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Helichrysum (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Teucrium (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Ononis (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Satureja (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Genista (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Stachys (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Hypericum (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Convolvulus (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Salvia (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Daucus (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Bituminaria (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Sonchus (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Leontodon (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Hypochaeris (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Crepis (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Verbascum (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Pseudopodospermum (Chios),Greece,Chios,Mediterranean,38.2735,26.0444,Plant
Thymbra (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Genista (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Satureja (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Salvia (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Cistus (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Campanula (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Daucus (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Teucrium (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Convolvulus (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Crepis (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Prasium (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Stachys (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Helichrysum (Chios),Greece,Chios,Mediterranean,38.2041,26.0221,Plant
Crepis (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Pimpinella (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Daucus (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Genista (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Salvia (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Bituminaria (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Anthemis (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Sonchus (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Vicia (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Glaucium (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Helichrysum (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Allium (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Picris (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Teucrium (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Origanum (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Cistus (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Papaver (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Pallenis (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Leontodon (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Scandix (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Brassica (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Prasium (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Thymbra (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Cardopatium (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Glebionis (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Hypochaeris (Chios),Greece,Chios,Mediterranean,38.2155,26.1016,Plant
Fumana (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Allium (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Hypericum (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Thymbra (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Petrosedum (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Teucrium (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Cistus (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Helichrysum (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Centaurium (Chios),Greece,Chios,Mediterranean,38.208,25.9283,Plant
Pimpinella (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Ononis (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Muscari (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Vicia (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Crupina (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Crepis (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Origanum (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Gladiolus (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Leontodon (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Campanula (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Pallenis (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Anchusa (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Trifolium (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Pseudopodospermum (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Sinapis (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Scandix (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Legousia (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Smyrnium (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Daucus (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Helichrysum (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Bituminaria (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Anthemis (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Anacamptis (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Malva (Chios),Greece,Chios,Mediterranean,38.2557,26.0866,Plant
Pimpinella (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Helichrysum (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Crepis (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Cistus (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Thymbra (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Pallenis (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Daucus (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Salvia (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Pseudopodospermum (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Lavandula (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Leontodon (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Vicia (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Stachys (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Valerianella (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Bituminaria (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Anthyllis (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Prasium (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Hypericum (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Brassica (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Centaurium (Chios),Greece,Chios,Mediterranean,38.2762,26.0163,Plant
Geranium (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Filipendula (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Verbena (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Ranunculus (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Trifolium (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Achillea (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Arctium (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Tanacetum (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Ballota (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Cirsium (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Carduus (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Symphytum (Spiennes),Belgium,Spiennes,Atlantic,50.4214,3.9859,Plant
Melilotus (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Buddleja (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Lathyrus (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Eupatorium (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Linaria (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Hypericum (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Picris (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Sonchus (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Daucus (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Rosa (Harmignies),Belgium,Harmignies,Atlantic,50.4118,4.0187,Plant
Alliaria (Mons),Belgium,Mons,Atlantic,50.4498,4.0607,Plant
Geranium (Mons),Belgium,Mons,Atlantic,50.4498,4.0607,Plant
Convolvulus (Mons),Belgium,Mons,Atlantic,50.4498,4.0607,Plant
Vicia (Mons),Belgium,Mons,Atlantic,50.4498,4.0607,Plant
Mentha (Mons),Belgium,Mons,Atlantic,50.4498,4.0607,Plant
Filipendula (Mons),Belgium,Mons,Atlantic,50.4498,4.0607,Plant
Silene (Mons),Belgium,Mons,Atlantic,50.4498,4.0607,Plant
Trifolium (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Verbena (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Heracleum (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Cirsium (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Pentaglottis (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Silene (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Carduus (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Stachys (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Lotus (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Anthriscus (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Tanacetum (Havré),Belgium,Havré,Atlantic,50.4563,4.0124,Plant
Lythrum (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Pulicaria (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Hypericum (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Ranunculus (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Filipendula (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Mentha (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Epilobium (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Trifolium (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Vicia (Beloeil),Belgium,Beloeil,Atlantic,50.531,3.6422,Plant
Rubus (Bernissart),Belgium,Bernissart,Atlantic,50.49289,3.67194,Plant
Cytisus (Bernissart),Belgium,Bernissart,Atlantic,50.49289,3.67194,Plant
Echium (Bernissart),Belgium,Bernissart,Atlantic,50.49289,3.67194,Plant
Reseda (Bernissart),Belgium,Bernissart,Atlantic,50.49289,3.67194,Plant
Hypericum (Bernissart),Belgium,Bernissart,Atlantic,50.49289,3.67194,Plant
Calluna (Bernissart),Belgium,Bernissart,Atlantic,50.49289,3.67194,Plant
Cirsium (Spiennes),Belgium,Spiennes,Atlantic,50.4162,3.9987,Plant
Picris (Spiennes),Belgium,Spiennes,Atlantic,50.4162,3.9987,Plant
Chamaemelum (Spiennes),Belgium,Spiennes,Atlantic,50.4162,3.9987,Plant
Brassica (Spiennes),Belgium,Spiennes,Atlantic,50.4162,3.9987,Plant
Sonchus (Spiennes),Belgium,Spiennes,Atlantic,50.4162,3.9987,Plant
Carduus (Spiennes),Belgium,Spiennes,Atlantic,50.4162,3.9987,Plant
Buddleja (Spiennes),Belgium,Spiennes,Atlantic,50.4162,3.9987,Plant
Matricaria (Spiennes),Belgium,Spiennes,Atlantic,50.4162,3.9987,Plant
Senecio (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Eupatorium (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Dipsacus (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Echium (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Clematis (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Origanum (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Reseda (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Scrophularia (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Picris (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Carlina (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Centaurea (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Cirsium (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Pilosella (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Hypericum (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Clinopodium (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Buddleja (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Glechoma (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Carduus (Harmignies),Belgium,Harmignies,Atlantic,50.4134,4.0058,Plant
Cichorium (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Tanacetum (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Cirsium (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Silene (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Vicia (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Carduus (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Lotus (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Trifolium (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Scrophularia (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Malva (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Centaurea (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Leucanthemum (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Anthriscus (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Daucus (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Melilotus (Hyon),Belgium,Hyon,Atlantic,50.4378,3.967,Plant
Cirsium (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Senecio (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Arctium (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Picris (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Stachys (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Carduus (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Trifolium (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Crepis (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Lathyrus (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Solidago (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Tanacetum (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Dipsacus (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Lythrum (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Geranium (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Jacobaea (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Potentilla (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Daucus (Havré),Belgium,Havré,Atlantic,50.4645,4.0392,Plant
Matricaria (Péruwelz),Belgium,Péruwelz,Atlantic,50.523,3.6099,Plant
Cirsium (Péruwelz),Belgium,Péruwelz,Atlantic,50.523,3.6099,Plant
