Source,Target,Weight
Jacobaea (Goettingen),Andrena (Goettingen),1
Knautia (Goettingen),Andrena (Goettingen),2
Leontodon (Goettingen),Andrena (Goettingen),2
Leucanthemum (Goettingen),Andrena (Goettingen),1
Medicago (Goettingen),Andrena (Goettingen),3
Ononis (Goettingen),Andrena (Goettingen),1
Orchis (Goettingen),Andrena (Goettingen),1
Pilosella (Goettingen),Andrena (Goettingen),6
Pimpinella (Goettingen),Andrena (Goettingen),11
Potentilla (Goettingen),Andrena (Goettingen),13
Prunus (Goettingen),Andrena (Goettingen),1
Ranunculus (Goettingen),Andrena (Goettingen),1
Sedum (Goettingen),Andrena (Goettingen),2
Taraxacum (Goettingen),Andrena (Goettingen),1
Thymus (Goettingen),Andrena (Goettingen),7
Valeriana (Goettingen),Andrena (Goettingen),1
Veronica (Goettingen),Andrena (Goettingen),13
Anthriscus (Greifenhagen),Andrena (Greifenhagen),2
Chaerophyllum (Greifenhagen),Andrena (Greifenhagen),2
Daucus (Greifenhagen),Andrena (Greifenhagen),1
Lamium (Greifenhagen),Andrena (Greifenhagen),1
Lotus (Greifenhagen),Andrena (Greifenhagen),1
Trifolium (Greifenhagen),Andrena (Greifenhagen),1
Tripleurospermum (Greifenhagen),Andrena (Greifenhagen),7
Coronilla (Grigno),Andrena (Grigno),1
Ranunculus (Grigno),Andrena (Grigno),1
Blackstonia (Grouches Luchuel),Andrena (Grouches Luchuel),1
Carex (Grouches Luchuel),Andrena (Grouches Luchuel),1
Crataegus (Grouches Luchuel),Andrena (Grouches Luchuel),1
Daucus (Grouches Luchuel),Andrena (Grouches Luchuel),2
Galium (Grouches Luchuel),Andrena (Grouches Luchuel),1
Jacobaea (Grouches Luchuel),Andrena (Grouches Luchuel),1
Juniperus (Grouches Luchuel),Andrena (Grouches Luchuel),1
Leucanthemum (Grouches Luchuel),Andrena (Grouches Luchuel),1
Lotus (Grouches Luchuel),Andrena (Grouches Luchuel),1
Ononis (Grouches Luchuel),Andrena (Grouches Luchuel),1
Pilosella (Grouches Luchuel),Andrena (Grouches Luchuel),2
Pimpinella (Grouches Luchuel),Andrena (Grouches Luchuel),3
Primula (Grouches Luchuel),Andrena (Grouches Luchuel),4
Prunus (Grouches Luchuel),Andrena (Grouches Luchuel),5
Ranunculus (Grouches Luchuel),Andrena (Grouches Luchuel),4
Reseda (Grouches Luchuel),Andrena (Grouches Luchuel),1
Vicia (Grouches Luchuel),Andrena (Grouches Luchuel),4
Anthyllis (GroÃenohe),Andrena (GroÃenohe),2
Achillea (Halle),Andrena (Halle),1
Bellis (Halle),Andrena (Halle),5
Crataegus (Halle),Andrena (Halle),1
Crepis (Halle),Andrena (Halle),1
Daucus (Halle),Andrena (Halle),3
Lepidium (Halle),Andrena (Halle),1
Melilotus (Halle),Andrena (Halle),1
Ornithogalum (Halle),Andrena (Halle),3
Sisymbrium (Halle),Andrena (Halle),2
Spiraea (Halle),Andrena (Halle),1
Veronica (Halle),Andrena (Halle),4
Vicia (Halle),Andrena (Halle),1
Anthriscus (Harmignies),Andrena (Harmignies),1
Bryonia (Harmignies),Andrena (Harmignies),12
Daucus (Harmignies),Andrena (Harmignies),2
Heracleum (Harmignies),Andrena (Harmignies),1
Melilotus (Harmignies),Andrena (Harmignies),18
Picris (Harmignies),Andrena (Harmignies),1
Pilosella (Harmignies),Andrena (Harmignies),1
Rosa (Harmignies),Andrena (Harmignies),2
Senecio (Harmignies),Andrena (Harmignies),1
Chaerophyllum (Harzgerode),Andrena (Harzgerode),10
Heracleum (Harzgerode),Andrena (Harzgerode),1
Hypericum (Harzgerode),Andrena (Harzgerode),3
Ranunculus (Harzgerode),Andrena (Harzgerode),1
Rubus (Harzgerode),Andrena (Harzgerode),1
Saxifraga (Harzgerode),Andrena (Harzgerode),1
Trifolium (Harzgerode),Andrena (Harzgerode),2
Veronica (Harzgerode),Andrena (Harzgerode),8
Anthriscus (HavrÃ©),Andrena (HavrÃ©),2
Cirsium (HavrÃ©),Andrena (HavrÃ©),2
Daucus (HavrÃ©),Andrena (HavrÃ©),1
Heracleum (HavrÃ©),Andrena (HavrÃ©),1
Jacobaea (HavrÃ©),Andrena (HavrÃ©),4
Pentaglottis (HavrÃ©),Andrena (HavrÃ©),4
Tanacetum (HavrÃ©),Andrena (HavrÃ©),1
Trifolium (HavrÃ©),Andrena (HavrÃ©),4
Chaerophyllum (Hermanovice),Andrena (Hermanovice),1
Ranunculus (Hermanovice),Andrena (Hermanovice),1
Trifolium (Hermanovice),Andrena (Hermanovice),2
Hippocrepis (Hohe Leite),Andrena (Hohe Leite),1
Calluna (Horbylunde_2005),Andrena (Horbylunde_2005),11
Erica (Horbylunde_2005),Andrena (Horbylunde_2005),1
Vaccinium (Horbylunde_2005),Andrena (Horbylunde_2005),11
Lotus (Hruba_Vrbka),Andrena (Hruba_Vrbka),8
Anthriscus (Hyon),Andrena (Hyon),1
Carduus (Hyon),Andrena (Hyon),1
Centaurea (Hyon),Andrena (Hyon),2
Chamaemelum (Hyon),Andrena (Hyon),2
Cichorium (Hyon),Andrena (Hyon),1
Cirsium (Hyon),Andrena (Hyon),3
Daucus (Hyon),Andrena (Hyon),1
Lotus (Hyon),Andrena (Hyon),1
Melilotus (Hyon),Andrena (Hyon),13
Tanacetum (Hyon),Andrena (Hyon),1
Trifolium (Hyon),Andrena (Hyon),3
Achillea (Imer),Andrena (Imer),1
Daucus (Imer),Andrena (Imer),1
Galium (Imer),Andrena (Imer),1
Medicago (Imer),Andrena (Imer),1
Oenothera (Imer),Andrena (Imer),1
Rorippa (Imer),Andrena (Imer),20
Sedum (Imer),Andrena (Imer),1
Calluna (Isen_Bjerg_2004),Andrena (Isen_Bjerg_2004),9
Erica (Isen_Bjerg_2004),Andrena (Isen_Bjerg_2004),1
Salix (Isen_Bjerg_2004),Andrena (Isen_Bjerg_2004),41
Scorzonera (Isen_Bjerg_2004),Andrena (Isen_Bjerg_2004),1
Solidago (Isen_Bjerg_2004),Andrena (Isen_Bjerg_2004),1
Vaccinium (Isen_Bjerg_2004),Andrena (Isen_Bjerg_2004),14
Genista (Isen_Bjerg_2005),Andrena (Isen_Bjerg_2005),2
Potentilla (Isen_Bjerg_2005),Andrena (Isen_Bjerg_2005),1
Salix (Isen_Bjerg_2005),Andrena (Isen_Bjerg_2005),53
Vaccinium (Isen_Bjerg_2005),Andrena (Isen_Bjerg_2005),18
Campanula (Isola Vicentina),Andrena (Isola Vicentina),15
Coronilla (Isola Vicentina),Andrena (Isola Vicentina),1
Geranium (Isola Vicentina),Andrena (Isola Vicentina),1
Trifolium (Isola Vicentina),Andrena (Isola Vicentina),1
Ranunculus (JanskÃ© LÃ¡znÄ),Andrena (JanskÃ© LÃ¡znÄ),1
Linum (Kainach),Andrena (Kainach),1
Centaurea (Kea),Andrena (Kea),2
Crepis (Kea),Andrena (Kea),9
Echium (Kea),Andrena (Kea),1
Scolymus (Kea),Andrena (Kea),2
Thymbra (Kea),Andrena (Kea),2
Chamaenerion (KittilÂ),Andrena (KittilÂ),1
Sedum (Kleinziegenfeld),Andrena (Kleinziegenfeld),2
Thymus (Kleinziegenfeld),Andrena (Kleinziegenfeld),1
Convolvulus (Klobikau),Andrena (Klobikau),1
Daucus (Klobikau),Andrena (Klobikau),2
Falcaria (Klobikau),Andrena (Klobikau),2
Lepidium (Klobikau),Andrena (Klobikau),1
Leucanthemum (Klobikau),Andrena (Klobikau),1
Potentilla (Klobikau),Andrena (Klobikau),3
Prunus (Klobikau),Andrena (Klobikau),2
Reseda (Klobikau),Andrena (Klobikau),1
Rubus (Klobikau),Andrena (Klobikau),5
Hirschfeldia (Kythnos),Andrena (Kythnos),2
Reichardia (Kythnos),Andrena (Kythnos),5
Thymbra (Kythnos),Andrena (Kythnos),3
Veronica (KÃ¶ttel),Andrena (KÃ¶ttel),2
Centaurea (La LouviÃ¨re),Andrena (La LouviÃ¨re),2
Cirsium (La LouviÃ¨re),Andrena (La LouviÃ¨re),3
Echium (La LouviÃ¨re),Andrena (La LouviÃ¨re),1
Heracleum (La LouviÃ¨re),Andrena (La LouviÃ¨re),3
Potentilla (La LouviÃ¨re),Andrena (La LouviÃ¨re),1
Ranunculus (La LouviÃ¨re),Andrena (La LouviÃ¨re),1
Erica (La_cunya),Andrena (La_cunya),2
Pimpinella (Laelatu),Andrena (Laelatu),1
Achillea (Lammi),Andrena (Lammi),2
Potentilla (Lammi),Andrena (Lammi),1
Anemone (Las_mulas),Andrena (Las_mulas),1
Cistus (Las_mulas),Andrena (Las_mulas),2
Veronica (Leidingshof),Andrena (Leidingshof),2
Anacamptis (Les Andelys),Andrena (Les Andelys),1
Anthericum (Les Andelys),Andrena (Les Andelys),2
Euphorbia (Les Andelys),Andrena (Les Andelys),4
Helianthemum (Les Andelys),Andrena (Les Andelys),27
Helleborus (Les Andelys),Andrena (Les Andelys),1
Himantoglossum (Les Andelys),Andrena (Les Andelys),3
Hippocrepis (Les Andelys),Andrena (Les Andelys),2
Juniperus (Les Andelys),Andrena (Les Andelys),4
Leontodon (Les Andelys),Andrena (Les Andelys),1
Linum (Les Andelys),Andrena (Les Andelys),2
Orobanche (Les Andelys),Andrena (Les Andelys),1
Pilosella (Les Andelys),Andrena (Les Andelys),26
Potentilla (Les Andelys),Andrena (Les Andelys),1
Sanguisorba (Les Andelys),Andrena (Les Andelys),1
Seseli (Les Andelys),Andrena (Les Andelys),1
Thymus (Les Andelys),Andrena (Les Andelys),1
Asphodelus (Lesvos),Andrena (Lesvos),2
Calendula (Lesvos),Andrena (Lesvos),1
Crepis (Lesvos),Andrena (Lesvos),3
Ferula (Lesvos),Andrena (Lesvos),1
Hirschfeldia (Lesvos),Andrena (Lesvos),15
Hypochaeris (Lesvos),Andrena (Lesvos),5
Legousia (Lesvos),Andrena (Lesvos),1
Leontodon (Lesvos),Andrena (Lesvos),19
Onopordum (Lesvos),Andrena (Lesvos),1
Plantago (Lesvos),Andrena (Lesvos),2
Ranunculus (Lesvos),Andrena (Lesvos),2
Raphanus (Lesvos),Andrena (Lesvos),1
Silene (Lesvos),Andrena (Lesvos),1
Lotus (Lumea Pierduta),Andrena (Lumea Pierduta),1
Achillea (Luna de Jos),Andrena (Luna de Jos),2
Bupleurum (Luna de Jos),Andrena (Luna de Jos),1
Cichorium (Luna de Jos),Andrena (Luna de Jos),5
Crepis (Luna de Jos),Andrena (Luna de Jos),3
Heracleum (Luna de Jos),Andrena (Luna de Jos),1
Jacobaea (Luna de Jos),Andrena (Luna de Jos),1
Leucanthemum (Luna de Jos),Andrena (Luna de Jos),1
Ononis (Luna de Jos),Andrena (Luna de Jos),1
Plantago (Luna de Jos),Andrena (Luna de Jos),1
Tragopogon (Luna de Jos),Andrena (Luna de Jos),1
Trifolium (Luna de Jos),Andrena (Luna de Jos),2
Achillea (Macicasu),Andrena (Macicasu),1
Hypericum (Macicasu),Andrena (Macicasu),1
Linum (Macicasu),Andrena (Macicasu),1
Lotus (Macicasu),Andrena (Macicasu),2
Melilotus (Macicasu),Andrena (Macicasu),4
Onobrychis (Macicasu),Andrena (Macicasu),1
Plantago (Macicasu),Andrena (Macicasu),1
Salvia (Macicasu),Andrena (Macicasu),1
Achillea (Magdeburg),Andrena (Magdeburg),1
Allium (Magdeburg),Andrena (Magdeburg),2
Chaerophyllum (Magdeburg),Andrena (Magdeburg),7
Cotoneaster (Magdeburg),Andrena (Magdeburg),1
Daucus (Magdeburg),Andrena (Magdeburg),2
Geum (Magdeburg),Andrena (Magdeburg),2
Lotus (Magdeburg),Andrena (Magdeburg),1
Medicago (Magdeburg),Andrena (Magdeburg),1
Trifolium (Magdeburg),Andrena (Magdeburg),4
Hypericum (MaisiÃ¨res),Andrena (MaisiÃ¨res),1
Reseda (MaisiÃ¨res),Andrena (MaisiÃ¨res),1
Anthemis (Menorca),Andrena (Menorca),2
Cakile (Menorca),Andrena (Menorca),3
Calystegia (Menorca),Andrena (Menorca),1
Echium (Menorca),Andrena (Menorca),7
Eryngium (Menorca),Andrena (Menorca),2
Galactites (Menorca),Andrena (Menorca),1
Glaucium (Menorca),Andrena (Menorca),1
Glebionis (Menorca),Andrena (Menorca),12
Helichrysum (Menorca),Andrena (Menorca),1
Jacobaea (Menorca),Andrena (Menorca),1
Launaea (Menorca),Andrena (Menorca),2
Limonium (Menorca),Andrena (Menorca),5
Lotus (Menorca),Andrena (Menorca),36
Malva (Menorca),Andrena (Menorca),1
Pallenis (Menorca),Andrena (Menorca),1
Parentucellia (Menorca),Andrena (Menorca),1
Reseda (Menorca),Andrena (Menorca),8
Rubus (Menorca),Andrena (Menorca),7
Scabiosa (Menorca),Andrena (Menorca),3
Sulla (Menorca),Andrena (Menorca),3
Teucrium (Menorca),Andrena (Menorca),98
Crepis (Mettauertal),Andrena (Mettauertal),1
Daucus (Mettauertal),Andrena (Mettauertal),1
Leontodon (Mettauertal),Andrena (Mettauertal),1
Lotus (Mettauertal),Andrena (Mettauertal),1
Tragopogon (Mettauertal),Andrena (Mettauertal),2
Trifolium (Mettauertal),Andrena (Mettauertal),5
Vicia (Mettauertal),Andrena (Mettauertal),1
Cardamine (MilÃ­kov),Andrena (MilÃ­kov),1
Dianthus (Mnichov),Andrena (Mnichov),1
Knautia (Mnichov),Andrena (Mnichov),2
Achillea (Mons),Andrena (Mons),9
Angelica (Mons),Andrena (Mons),1
Apium (Mons),Andrena (Mons),2
Bellis (Mons),Andrena (Mons),1
Bryonia (Mons),Andrena (Mons),1
Calystegia (Mons),Andrena (Mons),2
Centaurea (Mons),Andrena (Mons),6
Cirsium (Mons),Andrena (Mons),3
Convolvulus (Mons),Andrena (Mons),5
Coriandrum (Mons),Andrena (Mons),1
Cornus (Mons),Andrena (Mons),1
Crepis (Mons),Andrena (Mons),2
Daucus (Mons),Andrena (Mons),4
Echinops (Mons),Andrena (Mons),1
Echium (Mons),Andrena (Mons),2
Eupatorium (Mons),Andrena (Mons),1
Filipendula (Mons),Andrena (Mons),1
Geranium (Mons),Andrena (Mons),2
Heracleum (Mons),Andrena (Mons),2
Hypericum (Mons),Andrena (Mons),1
Hypochaeris (Mons),Andrena (Mons),2
Leucanthemum (Mons),Andrena (Mons),4
Lotus (Mons),Andrena (Mons),3
Malva (Mons),Andrena (Mons),1
Matricaria (Mons),Andrena (Mons),1
Medicago (Mons),Andrena (Mons),10
Melilotus (Mons),Andrena (Mons),8
Origanum (Mons),Andrena (Mons),1
Picris (Mons),Andrena (Mons),1
Pilosella (Mons),Andrena (Mons),2
Potentilla (Mons),Andrena (Mons),2
Solanum (Mons),Andrena (Mons),1
Sonchus (Mons),Andrena (Mons),3
Tanacetum (Mons),Andrena (Mons),3
Trifolium (Mons),Andrena (Mons),5
Vicia (Mons),Andrena (Mons),1
Cistus (MontiSion),Andrena (MontiSion),7
Teucrium (MontiSion),Andrena (MontiSion),2
Hypochaeris (Muro),Andrena (Muro),1
Leontodon (Muro),Andrena (Muro),1
Ononis (Muro),Andrena (Muro),1
Daucus (Nervesa della Battaglia),Andrena (Nervesa della Battaglia),2
Trifolium (NesmÄÅ),Andrena (NesmÄÅ),1
Anthyllis (NeubÃ¼rg),Andrena (NeubÃ¼rg),1
Bunias (NeubÃ¼rg),Andrena (NeubÃ¼rg),5
Knautia (NeubÃ¼rg),Andrena (NeubÃ¼rg),2
Veronica (NeubÃ¼rg),Andrena (NeubÃ¼rg),1
Cistus (Niebla),Andrena (Niebla),2
Lavandula (Niebla),Andrena (Niebla),2
Thapsia (Niebla),Andrena (Niebla),4
Gymnadenia (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),1
Hippocrepis (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),1
Juniperus (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),1
Leontodon (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),2
Lotus (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),7
Medicago (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),3
Pilosella (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),1
Pimpinella (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),3
Polygala (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),1
Primula (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),1
Ranunculus (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),3
Scabiosa (Noeux-lÃ¨s-Auxi),Andrena (Noeux-lÃ¨s-Auxi),1
Geranium (Nouvelles),Andrena (Nouvelles),2
Heracleum (Nouvelles),Andrena (Nouvelles),4
Knautia (Oberailsfeld),Andrena (Oberailsfeld),1
Jacobaea (Obourg),Andrena (Obourg),1
Melilotus (Obourg),Andrena (Obourg),20
Potentilla (Obourg),Andrena (Obourg),4
Senecio (Obourg),Andrena (Obourg),1
Tanacetum (Obourg),Andrena (Obourg),2
Stellaria (Ocoale),Andrena (Ocoale),1
Bellis (Orozko),Andrena (Orozko),1
Daboecia (Orozko),Andrena (Orozko),3
Dianthus (Orozko),Andrena (Orozko),1
Erysimum (Orozko),Andrena (Orozko),2
Potentilla (Orozko),Andrena (Orozko),15
Scorzonera (Orozko),Andrena (Orozko),1
Thymus (Orozko),Andrena (Orozko),2
Trifolium (Orozko),Andrena (Orozko),6
Veronica (Orozko),Andrena (Orozko),2
Cirsium (Oschersleben),Andrena (Oschersleben),2
Convolvulus (Oschersleben),Andrena (Oschersleben),2
Crataegus (Oschersleben),Andrena (Oschersleben),1
Falcaria (Oschersleben),Andrena (Oschersleben),17
Malva (Oschersleben),Andrena (Oschersleben),1
Tripleurospermum (Oschersleben),Andrena (Oschersleben),3
Aegonychon (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Andrena (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),1
Geranium (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Andrena (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),1
Lotus (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Andrena (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),4
Ononis (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Andrena (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),1
Thymus (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Andrena (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),1
Veronica (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),Andrena (Parco dei Gessi Bolognesi e Calanchi dell'Abbadessa),1
Cirsium (Pergine Valsugana),Andrena (Pergine Valsugana),2
Daucus (Pergine Valsugana),Andrena (Pergine Valsugana),7
Epilobium (Pergine Valsugana),Andrena (Pergine Valsugana),2
Eupatorium (Pergine Valsugana),Andrena (Pergine Valsugana),1
Hypericum (Pergine Valsugana),Andrena (Pergine Valsugana),1
Melilotus (Pergine Valsugana),Andrena (Pergine Valsugana),13
Verbascum (Pergine Valsugana),Andrena (Pergine Valsugana),1
Achillea (Petre_tii de Jos),Andrena (Petre_tii de Jos),3
Centaurea (Petre_tii de Jos),Andrena (Petre_tii de Jos),8
Knautia (Petre_tii de Jos),Andrena (Petre_tii de Jos),1
Lotus (Petre_tii de Jos),Andrena (Petre_tii de Jos),1
Ononis (Petre_tii de Jos),Andrena (Petre_tii de Jos),1
Ranunculus (Petre_tii de Jos),Andrena (Petre_tii de Jos),1
Tragopogon (Petre_tii de Jos),Andrena (Petre_tii de Jos),3
Cirsium (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),1
Convolvulus (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),2
Crepis (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),12
Daucus (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),7
Erigeron (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),6
Matricaria (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),28
Medicago (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),8
Persicaria (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),1
Plantago (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),1
Potentilla (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),2
Rorippa (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),19
Taraxacum (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),1
Torilis (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),5
Trifolium (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),59
Valeriana (Piazzola sul Brenta),Andrena (Piazzola sul Brenta),2
Cistus (Pinares_de_hinojos),Andrena (Pinares_de_hinojos),4
Cistus (Pino_del_cuervo),Andrena (Pino_del_cuervo),9
Lavandula (Pino_del_cuervo),Andrena (Pino_del_cuervo),2
Ranunculus (Popova Å apka),Andrena (Popova Å apka),3
Anthyllis (Pottenstein),Andrena (Pottenstein),1
Carum (Pove del Grappa),Andrena (Pove del Grappa),1
Achillea (Pretzien),Andrena (Pretzien),1
Capsella (Pretzien),Andrena (Pretzien),1
Convolvulus (Pretzien),Andrena (Pretzien),2
Ornithogalum (Pretzien),Andrena (Pretzien),1
Potentilla (Pretzien),Andrena (Pretzien),1
Trifolium (Pretzien),Andrena (Pretzien),1
Tripleurospermum (Pretzien),Andrena (Pretzien),2
Veronica (Pretzien),Andrena (Pretzien),2
Hedypnois (Puntiro),Andrena (Puntiro),1
Hypochaeris (Puntiro),Andrena (Puntiro),2
Teucrium (Puntiro),Andrena (Puntiro),1
Matricaria (PÃ©ruwelz),Andrena (PÃ©ruwelz),1
Centaurea (Quaregnon),Andrena (Quaregnon),1
Daucus (Quero Vas),Andrena (Quero Vas),1
Achillea (Rafz),Andrena (Rafz),1
Bellis (Rafz),Andrena (Rafz),1
Ligustrum (Rafz),Andrena (Rafz),1
Philadelphus (Rafz),Andrena (Rafz),1
Taraxacum (Rafz),Andrena (Rafz),2
Trifolium (Rafz),Andrena (Rafz),1
Campanula (Rasca),Andrena (Rasca),3
Achillea (Retzbach),Andrena (Retzbach),8
Knautia (Rimetea),Andrena (Rimetea),1
Trifolium (Rimetea),Andrena (Rimetea),1
Aegopodium (Roana),Andrena (Roana),1
Genista (Roana),Andrena (Roana),1
Knautia (Roana),Andrena (Roana),1
Lotus (Roana),Andrena (Roana),1
Trifolium (Roana),Andrena (Roana),1
Scabiosa (Ronchi Valsugana),Andrena (Ronchi Valsugana),1
Trifolium (Ronchi Valsugana),Andrena (Ronchi Valsugana),2
Cistus (SaRitxola),Andrena (SaRitxola),20
Hypochaeris (SaRitxola),Andrena (SaRitxola),1
Ruta (SaRitxola),Andrena (SaRitxola),4
Teucrium (SaRitxola),Andrena (SaRitxola),2
Hypochaeris (Saint-Ghislain),Andrena (Saint-Ghislain),1
Matricaria (Saint-Ghislain),Andrena (Saint-Ghislain),1
Agrimonia (Salziger_See),Andrena (Salziger_See),1
Falcaria (Salziger_See),Andrena (Salziger_See),3
Lepidium (Salziger_See),Andrena (Salziger_See),2
Potentilla (Salziger_See),Andrena (Salziger_See),2
Senecio (Salziger_See),Andrena (Salziger_See),1
Sisymbrium (Salziger_See),Andrena (Salziger_See),3
Stellaria (Salziger_See),Andrena (Salziger_See),1
Achillea (Sangerhausen),Andrena (Sangerhausen),1
Bellis (Sangerhausen),Andrena (Sangerhausen),3
Bunias (Sangerhausen),Andrena (Sangerhausen),18
Centaurea (Sangerhausen),Andrena (Sangerhausen),1
Cirsium (Sangerhausen),Andrena (Sangerhausen),1
Daucus (Sangerhausen),Andrena (Sangerhausen),2
Lepidium (Sangerhausen),Andrena (Sangerhausen),2
Melilotus (Sangerhausen),Andrena (Sangerhausen),1
Picris (Sangerhausen),Andrena (Sangerhausen),1
Sisymbrium (Sangerhausen),Andrena (Sangerhausen),1
Trifolium (Sangerhausen),Andrena (Sangerhausen),5
Cakile (Santorini),Andrena (Santorini),1
Crepis (Santorini),Andrena (Santorini),10
Echium (Santorini),Andrena (Santorini),11
Glaucium (Santorini),Andrena (Santorini),17
Glebionis (Santorini),Andrena (Santorini),6
Helichrysum (Santorini),Andrena (Santorini),2
Leontodon (Santorini),Andrena (Santorini),55
Senecio (Santorini),Andrena (Santorini),1
Thymbra (Santorini),Andrena (Santorini),1
Armeria (Scania),Andrena (Scania),1
Campanula (Scania),Andrena (Scania),1
Cerastium (Scania),Andrena (Scania),1
Filipendula (Scania),Andrena (Scania),1
Knautia (Scania),Andrena (Scania),5
Pilosella (Scania),Andrena (Scania),3
Potentilla (Scania),Andrena (Scania),1
Rumex (Scania),Andrena (Scania),1
Saxifraga (Scania),Andrena (Scania),1
Stellaria (Scania),Andrena (Scania),2
Trifolium (Scania),Andrena (Scania),2
Viscaria (Scania),Andrena (Scania),1
Asparagus (Schafstaedt),Andrena (Schafstaedt),1
Brassica (Schafstaedt),Andrena (Schafstaedt),1
Carduus (Schafstaedt),Andrena (Schafstaedt),14
Lactuca (Schafstaedt),Andrena (Schafstaedt),2
Sisymbrium (Schafstaedt),Andrena (Schafstaedt),30
Tripleurospermum (Schafstaedt),Andrena (Schafstaedt),5
Veronica (Schafstaedt),Andrena (Schafstaedt),2
Aegopodium (Schio),Andrena (Schio),2
Medicago (Schio),Andrena (Schio),2
Stellaria (Schio),Andrena (Schio),1
Sedum (Schirradorf),Andrena (Schirradorf),1
Acer (Schortewitz),Andrena (Schortewitz),1
Carduus (Schortewitz),Andrena (Schortewitz),1
Chaerophyllum (Schortewitz),Andrena (Schortewitz),3
Crataegus (Schortewitz),Andrena (Schortewitz),2
Geranium (Schortewitz),Andrena (Schortewitz),1
Lamium (Schortewitz),Andrena (Schortewitz),1
Sisymbrium (Schortewitz),Andrena (Schortewitz),3
Stellaria (Schortewitz),Andrena (Schortewitz),1
Viola (Schortewitz),Andrena (Schortewitz),1
Brassica (Schupfart),Andrena (Schupfart),1
Crepis (Schupfart),Andrena (Schupfart),1
Lotus (Schupfart),Andrena (Schupfart),1
Trifolium (Schupfart),Andrena (Schupfart),1
Onobrychis (SchÃ¼tzengrÃ¤ben),Andrena (SchÃ¼tzengrÃ¤ben),1
Achillea (Scurelle),Andrena (Scurelle),1
Aegopodium (Scurelle),Andrena (Scurelle),1
Campanula (Scurelle),Andrena (Scurelle),3
Knautia (Scurelle),Andrena (Scurelle),1
Lupinus (Scurelle),Andrena (Scurelle),1
Melilotus (Scurelle),Andrena (Scurelle),1
Pimpinella (Scurelle),Andrena (Scurelle),2
Pycnocomon (Scurelle),Andrena (Scurelle),2
Rorippa (Scurelle),Andrena (Scurelle),3
Vicia (Scurelle),Andrena (Scurelle),1
Anthyllis (Serifos),Andrena (Serifos),1
Centaurea (Serifos),Andrena (Serifos),3
Cistus (Serifos),Andrena (Serifos),6
Erysimum (Serifos),Andrena (Serifos),3
Genista (Serifos),Andrena (Serifos),19
Helichrysum (Serifos),Andrena (Serifos),3
Hirschfeldia (Serifos),Andrena (Serifos),19
Reichardia (Serifos),Andrena (Serifos),3
Satureja (Serifos),Andrena (Serifos),1
Thymbra (Serifos),Andrena (Serifos),5
Adenocarpus (Sierra de Guadarrama),Andrena (Sierra de Guadarrama),39
Armeria (Sierra de Guadarrama),Andrena (Sierra de Guadarrama),4
Cytisus (Sierra de Guadarrama),Andrena (Sierra de Guadarrama),20
Jasione (Sierra de Guadarrama),Andrena (Sierra de Guadarrama),12
Jurinea (Sierra de Guadarrama),Andrena (Sierra de Guadarrama),2
Leucanthemopsis (Sierra de Guadarrama),Andrena (Sierra de Guadarrama),3
