Id,Country,Locality,Bioregion,Type
Asteraceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Lamiaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Euphorbiaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Convolvulaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Brassicaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Fabaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Thymelaeaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Aizoaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Apiaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Boraginaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Crassulaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Cactaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Cistaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Caprifoliaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Rutaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Caryophyllaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Hypericaceae (Cap de Creus Natural Park),Spain,Cap de Creus Natural Park,Mediterranean,Plant
Cistaceae (Chios),Greece,Chios,Mediterranean,Plant
Asteraceae (Chios),Greece,Chios,Mediterranean,Plant
Lamiaceae (Chios),Greece,Chios,Mediterranean,Plant
Fabaceae (Chios),Greece,Chios,Mediterranean,Plant
Hypericaceae (Chios),Greece,Chios,Mediterranean,Plant
Convolvulaceae (Chios),Greece,Chios,Mediterranean,Plant
Apiaceae (Chios),Greece,Chios,Mediterranean,Plant
Scrophulariaceae (Chios),Greece,Chios,Mediterranean,Plant
Campanulaceae (Chios),Greece,Chios,Mediterranean,Plant
Papaveraceae (Chios),Greece,Chios,Mediterranean,Plant
Amaryllidaceae (Chios),Greece,Chios,Mediterranean,Plant
Brassicaceae (Chios),Greece,Chios,Mediterranean,Plant
Crassulaceae (Chios),Greece,Chios,Mediterranean,Plant
Gentianaceae (Chios),Greece,Chios,Mediterranean,Plant
Asparagaceae (Chios),Greece,Chios,Mediterranean,Plant
Iridaceae (Chios),Greece,Chios,Mediterranean,Plant
Boraginaceae (Chios),Greece,Chios,Mediterranean,Plant
Orchidaceae (Chios),Greece,Chios,Mediterranean,Plant
Malvaceae (Chios),Greece,Chios,Mediterranean,Plant
Caprifoliaceae (Chios),Greece,Chios,Mediterranean,Plant
Geraniaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Rosaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Verbenaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Ranunculaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Fabaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Asteraceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Lamiaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Boraginaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Fabaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Scrophulariaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Asteraceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Plantaginaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Hypericaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Apiaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Rosaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Brassicaceae (Mons),Belgium,Mons,Atlantic,Plant
Geraniaceae (Mons),Belgium,Mons,Atlantic,Plant
Convolvulaceae (Mons),Belgium,Mons,Atlantic,Plant
Fabaceae (Mons),Belgium,Mons,Atlantic,Plant
Lamiaceae (Mons),Belgium,Mons,Atlantic,Plant
Rosaceae (Mons),Belgium,Mons,Atlantic,Plant
Caryophyllaceae (Mons),Belgium,Mons,Atlantic,Plant
Fabaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Verbenaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Apiaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Asteraceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Boraginaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Caryophyllaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Lamiaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Lythraceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Asteraceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Hypericaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Ranunculaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Rosaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Lamiaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Onagraceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Fabaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Rosaceae (Bernissart),Belgium,Bernissart,Atlantic,Plant
Fabaceae (Bernissart),Belgium,Bernissart,Atlantic,Plant
Boraginaceae (Bernissart),Belgium,Bernissart,Atlantic,Plant
Resedaceae (Bernissart),Belgium,Bernissart,Atlantic,Plant
Hypericaceae (Bernissart),Belgium,Bernissart,Atlantic,Plant
Ericaceae (Bernissart),Belgium,Bernissart,Atlantic,Plant
Brassicaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Scrophulariaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Caprifoliaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Boraginaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Ranunculaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Lamiaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Resedaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Asteraceae (Hyon),Belgium,Hyon,Atlantic,Plant
Caryophyllaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Fabaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Scrophulariaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Malvaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Apiaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Caprifoliaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Lythraceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Geraniaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Rosaceae (Havr̩),Belgium,Havr̩,Atlantic,Plant
Asteraceae (P̩ruwelz),Belgium,P̩ruwelz,Atlantic,Plant
Fabaceae (P̩ruwelz),Belgium,P̩ruwelz,Atlantic,Plant
Geraniaceae (P̩ruwelz),Belgium,P̩ruwelz,Atlantic,Plant
Papaveraceae (P̩ruwelz),Belgium,P̩ruwelz,Atlantic,Plant
Brassicaceae (P̩ruwelz),Belgium,P̩ruwelz,Atlantic,Plant
Asteraceae (Hensies),Belgium,Hensies,Atlantic,Plant
Hypericaceae (Hensies),Belgium,Hensies,Atlantic,Plant
Boraginaceae (Hensies),Belgium,Hensies,Atlantic,Plant
Plantaginaceae (Hensies),Belgium,Hensies,Atlantic,Plant
Rosaceae (Hensies),Belgium,Hensies,Atlantic,Plant
Cornaceae (Hensies),Belgium,Hensies,Atlantic,Plant
Asteraceae (Mons),Belgium,Mons,Atlantic,Plant
Asteraceae (Spienne),Belgium,Spienne,Atlantic,Plant
Campanulaceae (Spienne),Belgium,Spienne,Atlantic,Plant
Fabaceae (Spienne),Belgium,Spienne,Atlantic,Plant
Caryophyllaceae (Spienne),Belgium,Spienne,Atlantic,Plant
Apiaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Asteraceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Rosaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Salicaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Lamiaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Convolvulaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Malvaceae (Mons),Belgium,Mons,Atlantic,Plant
Caprifoliaceae (Mons),Belgium,Mons,Atlantic,Plant
Boraginaceae (Tournai),Belgium,Tournai,Atlantic,Plant
Rosaceae (Tournai),Belgium,Tournai,Atlantic,Plant
Fabaceae (Tournai),Belgium,Tournai,Atlantic,Plant
Hypericaceae (Tournai),Belgium,Tournai,Atlantic,Plant
Scrophulariaceae (Tournai),Belgium,Tournai,Atlantic,Plant
Cornaceae (Tournai),Belgium,Tournai,Atlantic,Plant
Boraginaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Verbenaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Plantaginaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Hypericaceae (Hyon),Belgium,Hyon,Atlantic,Plant
Solanaceae (Mons),Belgium,Mons,Atlantic,Plant
Cucurbitaceae (Mons),Belgium,Mons,Atlantic,Plant
Resedaceae (Mons),Belgium,Mons,Atlantic,Plant
Plantaginaceae (Mons),Belgium,Mons,Atlantic,Plant
Apiaceae (Mons),Belgium,Mons,Atlantic,Plant
Hypericaceae (Mons),Belgium,Mons,Atlantic,Plant
Boraginaceae (Mons),Belgium,Mons,Atlantic,Plant
Ranunculaceae (Mons),Belgium,Mons,Atlantic,Plant
Oleaceae (Mons),Belgium,Mons,Atlantic,Plant
Cucurbitaceae (Harmignies),Belgium,Harmignies,Atlantic,Plant
Ranunculaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Onagraceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Malvaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Resedaceae (Saint-Ghislain),Belgium,Saint-Ghislain,Atlantic,Plant
Asteraceae (Saint-Ghislain),Belgium,Saint-Ghislain,Atlantic,Plant
Boraginaceae (Saint-Ghislain),Belgium,Saint-Ghislain,Atlantic,Plant
Scrophulariaceae (Saint-Ghislain),Belgium,Saint-Ghislain,Atlantic,Plant
Caprifoliaceae (Saint-Ghislain),Belgium,Saint-Ghislain,Atlantic,Plant
Hypericaceae (Saint-Ghislain),Belgium,Saint-Ghislain,Atlantic,Plant
Scrophulariaceae (Mons),Belgium,Mons,Atlantic,Plant
Papaveraceae (Hyon),Belgium,Hyon,Atlantic,Plant
Asteraceae (Ecaussines),Belgium,Ecaussines,Atlantic,Plant
Fabaceae (Ecaussines),Belgium,Ecaussines,Atlantic,Plant
Cornaceae (Ecaussines),Belgium,Ecaussines,Atlantic,Plant
Rosaceae (Ecaussines),Belgium,Ecaussines,Atlantic,Plant
Boraginaceae (Ecaussines),Belgium,Ecaussines,Atlantic,Plant
Caprifoliaceae (Ecaussines),Belgium,Ecaussines,Atlantic,Plant
Araliaceae (Mons),Belgium,Mons,Atlantic,Plant
Fabaceae (Obourg),Belgium,Obourg,Atlantic,Plant
Caprifoliaceae (Obourg),Belgium,Obourg,Atlantic,Plant
Scrophulariaceae (Obourg),Belgium,Obourg,Atlantic,Plant
Asteraceae (Obourg),Belgium,Obourg,Atlantic,Plant
Asteraceae (Jemappes),Belgium,Jemappes,Atlantic,Plant
Rosaceae (Jemappes),Belgium,Jemappes,Atlantic,Plant
Urticaceae (Jemappes),Belgium,Jemappes,Atlantic,Plant
Apiaceae (Antoing),Belgium,Antoing,Atlantic,Plant
Asteraceae (Antoing),Belgium,Antoing,Atlantic,Plant
Boraginaceae (Antoing),Belgium,Antoing,Atlantic,Plant
Geraniaceae (Antoing),Belgium,Antoing,Atlantic,Plant
Fabaceae (Antoing),Belgium,Antoing,Atlantic,Plant
Boraginaceae (Obourg),Belgium,Obourg,Atlantic,Plant
Rosaceae (Obourg),Belgium,Obourg,Atlantic,Plant
Onagraceae (Obourg),Belgium,Obourg,Atlantic,Plant
Lamiaceae (Obourg),Belgium,Obourg,Atlantic,Plant
Resedaceae (Obourg),Belgium,Obourg,Atlantic,Plant
Ericaceae (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Boraginaceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Geraniaceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Asteraceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Apiaceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Convolvulaceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Caprifoliaceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Malvaceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Lamiaceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Fabaceae (Nouvelles),Belgium,Nouvelles,Atlantic,Plant
Boraginaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Caprifoliaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Verbenaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Cornaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Convolvulaceae (Ciply),Belgium,Ciply,Atlantic,Plant
Apiaceae (Ciply),Belgium,Ciply,Atlantic,Plant
Asteraceae (Ciply),Belgium,Ciply,Atlantic,Plant
Lamiaceae (Antoing),Belgium,Antoing,Atlantic,Plant
Scrophulariaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Plantaginaceae (Beloeil),Belgium,Beloeil,Atlantic,Plant
Resedaceae (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Asteraceae (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Lamiaceae (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Rosaceae (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Boraginaceae (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Verbenaceae (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Caryophyllaceae (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Ranunculaceae (Quaregnon),Belgium,Quaregnon,Atlantic,Plant
Asteraceae (Warchin),Belgium,Warchin,Atlantic,Plant
Ranunculaceae (Warchin),Belgium,Warchin,Atlantic,Plant
Fabaceae (Warchin),Belgium,Warchin,Atlantic,Plant
Plantaginaceae (Warchin),Belgium,Warchin,Atlantic,Plant
Poaceae (Warchin),Belgium,Warchin,Atlantic,Plant
Asteraceae (Colfontaine),Belgium,Colfontaine,Atlantic,Plant
Fabaceae (Colfontaine),Belgium,Colfontaine,Atlantic,Plant
Saxifragaceae (Mons),Belgium,Mons,Atlantic,Plant
Primulaceae (Mons),Belgium,Mons,Atlantic,Plant
Cornaceae (Mons),Belgium,Mons,Atlantic,Plant
Cornaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Apiaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Hypericaceae (Spiennes),Belgium,Spiennes,Atlantic,Plant
Fabaceae (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Asteraceae (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Brassicaceae (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Hypericaceae (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Rosaceae (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Caprifoliaceae (Le Roeulx),Belgium,Le Roeulx,Atlantic,Plant
Asteraceae (Charleroi),Belgium,Charleroi,Continental,Plant
Fabaceae (Charleroi),Belgium,Charleroi,Continental,Plant
Boraginaceae (Charleroi),Belgium,Charleroi,Continental,Plant
Rosaceae (Charleroi),Belgium,Charleroi,Continental,Plant
Boraginaceae (Dour),Belgium,Dour,Atlantic,Plant
Asteraceae (Dour),Belgium,Dour,Atlantic,Plant
Fabaceae (Dour),Belgium,Dour,Atlantic,Plant
Boraginaceae (Anderlues),Belgium,Anderlues,Atlantic,Plant
Asteraceae (Anderlues),Belgium,Anderlues,Atlantic,Plant
Fabaceae (Anderlues),Belgium,Anderlues,Atlantic,Plant
Rosaceae (Anderlues),Belgium,Anderlues,Atlantic,Plant
Asteraceae (Boussu),Belgium,Boussu,Atlantic,Plant
Boraginaceae (Boussu),Belgium,Boussu,Atlantic,Plant
Fabaceae (Boussu),Belgium,Boussu,Atlantic,Plant
Apiaceae (Boussu),Belgium,Boussu,Atlantic,Plant
Scrophulariaceae (Boussu),Belgium,Boussu,Atlantic,Plant
Apiaceae (Dour),Belgium,Dour,Atlantic,Plant
Hypericaceae (Boussu),Belgium,Boussu,Atlantic,Plant
Hypericaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Boraginaceae (La Louvi̬re),Belgium,La Louvi̬re,Atlantic,Plant
Ranunculaceae (Boussu),Belgium,Boussu,Atlantic,Plant
Rosaceae (Boussu),Belgium,Boussu,Atlantic,Plant
Fabaceae (Courcelles),Belgium,Courcelles,Atlantic,Plant
Boraginaceae (Courcelles),Belgium,Courcelles,Atlantic,Plant
Resedaceae (Courcelles),Belgium,Courcelles,Atlantic,Plant
Asteraceae (Courcelles),Belgium,Courcelles,Atlantic,Plant
Polygonaceae (Courcelles),Belgium,Courcelles,Atlantic,Plant
Apiaceae (Courcelles),Belgium,Courcelles,Atlantic,Plant
Rosaceae (Courcelles),Belgium,Courcelles,Atlantic,Plant
Boraginaceae (Ch̢telet),Belgium,Ch̢telet,Continental,Plant
Asteraceae (Ch̢telet),Belgium,Ch̢telet,Continental,Plant
Polygonaceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Asteraceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Rosaceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Onagraceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Malvaceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Resedaceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Boraginaceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Hypericaceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Lamiaceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Fabaceae (Maisi̬res),Belgium,Maisi̬res,Atlantic,Plant
Asteraceae (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Ranunculaceae (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Lamiaceae (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Hypericaceae (Braine-le-Comte),Belgium,Braine-le-Comte,Atlantic,Plant
Lythraceae (Mons),Belgium,Mons,Atlantic,Plant
Scrophulariaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Lamiaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Asteraceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Apiaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Boraginaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Hypericaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Plantaginaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Fabaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Onagraceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Caryophyllaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Brassicaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Caprifoliaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Crassulaceae (Cartigliano),Italy,Cartigliano,Continental,Plant
Asteraceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Apiaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Boraginaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Cistaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Hypericaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Fabaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Lythraceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Lamiaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Caryophyllaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Caprifoliaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Crassulaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Scrophulariaceae (Quero Vas),Italy,Quero Vas,Alpine,Plant
Scrophulariaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Asteraceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Apiaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Boraginaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Geraniaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Hypericaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Lamiaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Caryophyllaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Plantaginaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Rosaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Fabaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Caprifoliaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Onagraceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Balsaminaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Primulaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Lythraceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Ranunculaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Brassicaceae (Fonzaso),Italy,Fonzaso,Alpine,Plant
Asteraceae (Imer),Italy,Imer,Alpine,Plant
Apiaceae (Imer),Italy,Imer,Alpine,Plant
Fabaceae (Imer),Italy,Imer,Alpine,Plant
Scrophulariaceae (Imer),Italy,Imer,Alpine,Plant
Orchidaceae (Imer),Italy,Imer,Alpine,Plant
Boraginaceae (Imer),Italy,Imer,Alpine,Plant
Orobanchaceae (Imer),Italy,Imer,Alpine,Plant
Lamiaceae (Imer),Italy,Imer,Alpine,Plant
Rubiaceae (Imer),Italy,Imer,Alpine,Plant
Geraniaceae (Imer),Italy,Imer,Alpine,Plant
Onagraceae (Imer),Italy,Imer,Alpine,Plant
Plantaginaceae (Imer),Italy,Imer,Alpine,Plant
Ranunculaceae (Imer),Italy,Imer,Alpine,Plant
Caprifoliaceae (Imer),Italy,Imer,Alpine,Plant
Crassulaceae (Imer),Italy,Imer,Alpine,Plant
Caryophyllaceae (Imer),Italy,Imer,Alpine,Plant
Campanulaceae (Imer),Italy,Imer,Alpine,Plant
Balsaminaceae (Imer),Italy,Imer,Alpine,Plant
Brassicaceae (Imer),Italy,Imer,Alpine,Plant
Apiaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Ranunculaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Scrophulariaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Asteraceae (Tonadico),Italy,Tonadico,Alpine,Plant
Caryophyllaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Fabaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Papaveraceae (Tonadico),Italy,Tonadico,Alpine,Plant
Lamiaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Saxifragaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Campanulaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Orchidaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Parnassiaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Rosaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Orobanchaceae (Tonadico),Italy,Tonadico,Alpine,Plant
Asteraceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Brassicaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Scrophulariaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Convolvulaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Campanulaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Boraginaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Lamiaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Rubiaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Hypericaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Balsaminaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Caprifoliaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Fabaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Plantaginaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Rosaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Ranunculaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Orobanchaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Caryophyllaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Apiaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Orchidaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Geraniaceae (Canal San Bovo),Italy,Canal San Bovo,Alpine,Plant
Rosaceae (Grigno),Italy,Grigno,Alpine,Plant
Scrophulariaceae (Grigno),Italy,Grigno,Alpine,Plant
Convolvulaceae (Grigno),Italy,Grigno,Alpine,Plant
Asteraceae (Grigno),Italy,Grigno,Alpine,Plant
Plantaginaceae (Grigno),Italy,Grigno,Alpine,Plant
Geraniaceae (Grigno),Italy,Grigno,Alpine,Plant
Hypericaceae (Grigno),Italy,Grigno,Alpine,Plant
Balsaminaceae (Grigno),Italy,Grigno,Alpine,Plant
Lythraceae (Grigno),Italy,Grigno,Alpine,Plant
Caryophyllaceae (Grigno),Italy,Grigno,Alpine,Plant
Ranunculaceae (Grigno),Italy,Grigno,Alpine,Plant
Boraginaceae (Grigno),Italy,Grigno,Alpine,Plant
Fabaceae (Grigno),Italy,Grigno,Alpine,Plant
Verbenaceae (Grigno),Italy,Grigno,Alpine,Plant
Apiaceae (Grigno),Italy,Grigno,Alpine,Plant
Onagraceae (Grigno),Italy,Grigno,Alpine,Plant
Oxalidaceae (Grigno),Italy,Grigno,Alpine,Plant
Asteraceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Fabaceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Scrophulariaceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Hypericaceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Balsaminaceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Caryophyllaceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Oxalidaceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Ranunculaceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
Rosaceae (Borgo Valsugana),Italy,Borgo Valsugana,Alpine,Plant
